instanceID,experimentID,instanceType,wallTime,clients,threads,scaleFactor,transactionsType,queryMode,duration,transactions,,,
i-03f7a29cee89b5b4c,1531185246,c4.large,60.18832159,10,10,1,TPC-B (sort of),simple,60 s,61327,61327,,
i-03f7a29cee89b5b4c,1531185246,c4.large,60.18321157,10,10,1,TPC-B (sort of),simple,60 s,60594,60594,,
i-03f7a29cee89b5b4c,1531185246,c4.large,60.18977642,10,10,1,TPC-B (sort of),simple,60 s,61183,61183,,
i-03f7a29cee89b5b4c,1531185246,c4.large,60.19041967,10,10,1,TPC-B (sort of),simple,60 s,60738,60738,,
i-03f7a29cee89b5b4c,1531185246,c4.large,60.17795897,10,10,1,TPC-B (sort of),simple,60 s,58678,58678,,
i-03f7a29cee89b5b4c,1531185246,c4.large,60.17853999,10,10,1,TPC-B (sort of),simple,60 s,60411,60411,,
i-0986220ea92279c65,1531185246,c4.large,60.39361811,10,10,1,TPC-B (sort of),simple,60 s,57318,57318,,
i-0986220ea92279c65,1531185246,c4.large,60.19432306,10,10,1,TPC-B (sort of),simple,60 s,56342,56342,,
i-0986220ea92279c65,1531185246,c4.large,60.19142675,10,10,1,TPC-B (sort of),simple,60 s,55903,55903,,
i-0986220ea92279c65,1531185246,c4.large,60.188308,10,10,1,TPC-B (sort of),simple,60 s,57414,57414,,
i-0986220ea92279c65,1531185246,c4.large,60.19263768,10,10,1,TPC-B (sort of),simple,60 s,55904,55904,,
i-0986220ea92279c65,1531185246,c4.large,60.19470429,10,10,1,TPC-B (sort of),simple,60 s,57114,57114,,
i-0986220ea92279c65,1531185246,c4.large,60.44904327,10,10,1,TPC-B (sort of),simple,60 s,55414,55414,,
i-0986220ea92279c65,1531185246,c4.large,60.18562102,10,10,1,TPC-B (sort of),simple,60 s,56457,56457,,
i-0986220ea92279c65,1531185246,c4.large,60.19016075,10,10,1,TPC-B (sort of),simple,60 s,56007,56007,,
i-0986220ea92279c65,1531185246,c4.large,60.31082368,10,10,1,TPC-B (sort of),simple,60 s,55528,55528,,
i-0986220ea92279c65,1531185246,c4.large,60.18225121,10,10,1,TPC-B (sort of),simple,60 s,54350,54350,,
i-08bde527ed885db51,1531185246,c4.large,60.35621738,10,10,1,TPC-B (sort of),simple,60 s,52495,52495,,
i-08bde527ed885db51,1531185246,c4.large,60.18899536,10,10,1,TPC-B (sort of),simple,60 s,51653,51653,,
i-08bde527ed885db51,1531185246,c4.large,60.22908807,10,10,1,TPC-B (sort of),simple,60 s,52493,52493,,
i-08bde527ed885db51,1531185246,c4.large,60.26846933,10,10,1,TPC-B (sort of),simple,60 s,51344,51344,,
i-08bde527ed885db51,1531185246,c4.large,60.19067454,10,10,1,TPC-B (sort of),simple,60 s,51857,51857,,
i-08bde527ed885db51,1531185246,c4.large,60.19102073,10,10,1,TPC-B (sort of),simple,60 s,52399,52399,,
i-08bde527ed885db51,1531185246,c4.large,60.30066419,10,10,1,TPC-B (sort of),simple,60 s,52241,52241,,
i-08bde527ed885db51,1531185246,c4.large,60.22528386,10,10,1,TPC-B (sort of),simple,60 s,51928,51928,,
i-08bde527ed885db51,1531185246,c4.large,60.27176404,10,10,1,TPC-B (sort of),simple,60 s,52130,52130,,
i-08bde527ed885db51,1531185246,c4.large,60.26440644,10,10,1,TPC-B (sort of),simple,60 s,51503,51503,,
i-08bde527ed885db51,1531185246,c4.large,60.20568824,10,10,1,TPC-B (sort of),simple,60 s,52043,52043,,
i-08bde527ed885db51,1531185246,c4.large,60.21134067,10,10,1,TPC-B (sort of),simple,60 s,51826,51826,,
i-08bde527ed885db51,1531185246,c4.large,60.27742743,10,10,1,TPC-B (sort of),simple,60 s,51556,51556,,
i-08bde527ed885db51,1531185246,c4.large,60.40869141,10,10,1,TPC-B (sort of),simple,60 s,51566,51566,,
i-0ac7501019866fc6f,1531185246,c4.large,60.46113348,10,10,1,TPC-B (sort of),simple,60 s,63156,63156,,
i-0ac7501019866fc6f,1531185246,c4.large,60.17378783,10,10,1,TPC-B (sort of),simple,60 s,63149,63149,,
i-0ac7501019866fc6f,1531185246,c4.large,60.16796517,10,10,1,TPC-B (sort of),simple,60 s,64864,64864,,
i-0ac7501019866fc6f,1531185246,c4.large,60.26608324,10,10,1,TPC-B (sort of),simple,60 s,64700,64700,,
i-0ac7501019866fc6f,1531185246,c4.large,60.18569589,10,10,1,TPC-B (sort of),simple,60 s,64030,64030,,
i-0ac7501019866fc6f,1531185246,c4.large,60.17367387,10,10,1,TPC-B (sort of),simple,60 s,64615,64615,,
i-0ac7501019866fc6f,1531185246,c4.large,60.25338936,10,10,1,TPC-B (sort of),simple,60 s,65008,65008,,
i-0ac7501019866fc6f,1531185246,c4.large,60.18300891,10,10,1,TPC-B (sort of),simple,60 s,64596,64596,,
i-0ac7501019866fc6f,1531185246,c4.large,60.18060112,10,10,1,TPC-B (sort of),simple,60 s,63673,63673,,
i-0ac7501019866fc6f,1531185246,c4.large,60.22974181,10,10,1,TPC-B (sort of),simple,60 s,64439,64439,,
i-0ac7501019866fc6f,1531185246,c4.large,60.17787409,10,10,1,TPC-B (sort of),simple,60 s,63430,63430,,
i-0ac7501019866fc6f,1531185246,c4.large,60.2895503,10,10,1,TPC-B (sort of),simple,60 s,64419,64419,,
i-0ac7501019866fc6f,1531185246,c4.large,60.25449157,10,10,1,TPC-B (sort of),simple,60 s,64058,64058,,
i-0ac7501019866fc6f,1531185246,c4.large,60.1947763,10,10,1,TPC-B (sort of),simple,60 s,65472,65472,,
i-0ac7501019866fc6f,1531185246,c4.large,60.17858076,10,10,1,TPC-B (sort of),simple,60 s,65361,65361,,
i-0ac7501019866fc6f,1531185246,c4.large,60.36388898,10,10,1,TPC-B (sort of),simple,60 s,64906,64906,,
i-0ac7501019866fc6f,1531185246,c4.large,60.17526293,10,10,1,TPC-B (sort of),simple,60 s,65428,65428,,
i-0ac7501019866fc6f,1531185246,c4.large,60.17149282,10,10,1,TPC-B (sort of),simple,60 s,65370,65370,,
i-0ac7501019866fc6f,1531185246,c4.large,60.23543882,10,10,1,TPC-B (sort of),simple,60 s,64985,64985,,
i-0ac7501019866fc6f,1531185246,c4.large,60.1871376,10,10,1,TPC-B (sort of),simple,60 s,63373,63373,,
i-0ac7501019866fc6f,1531185246,c4.large,60.24223304,10,10,1,TPC-B (sort of),simple,60 s,64880,64880,,
i-0ac7501019866fc6f,1531185246,c4.large,60.31553078,10,10,1,TPC-B (sort of),simple,60 s,64880,64880,,
i-0ac7501019866fc6f,1531185246,c4.large,60.18806791,10,10,1,TPC-B (sort of),simple,60 s,64785,64785,,
i-0ac7501019866fc6f,1531185246,c4.large,60.30510402,10,10,1,TPC-B (sort of),simple,60 s,64634,64634,,
i-0ac7501019866fc6f,1531185246,c4.large,60.23522377,10,10,1,TPC-B (sort of),simple,60 s,64376,64376,,
i-0ac7501019866fc6f,1531185246,c4.large,60.18179703,10,10,1,TPC-B (sort of),simple,60 s,65002,65002,,
i-0ac7501019866fc6f,1531185246,c4.large,60.17845154,10,10,1,TPC-B (sort of),simple,60 s,64748,64748,,
i-0ac7501019866fc6f,1531185246,c4.large,60.31366682,10,10,1,TPC-B (sort of),simple,60 s,64711,64711,,
i-0ac7501019866fc6f,1531185246,c4.large,60.17611122,10,10,1,TPC-B (sort of),simple,60 s,65667,65667,,
i-0ac7501019866fc6f,1531185246,c4.large,60.18271828,10,10,1,TPC-B (sort of),simple,60 s,64849,64849,,
i-0ac7501019866fc6f,1531185246,c4.large,60.28007102,10,10,1,TPC-B (sort of),simple,60 s,63572,63572,,
i-0ac7501019866fc6f,1531185246,c4.large,60.17877889,10,10,1,TPC-B (sort of),simple,60 s,64471,64471,,
i-0dad89950d3beb598,1531185246,c4.large,60.36740398,10,10,1,TPC-B (sort of),simple,60 s,54016,54016,,
i-0dad89950d3beb598,1531185246,c4.large,60.17813277,10,10,1,TPC-B (sort of),simple,60 s,55004,55004,,
i-0dad89950d3beb598,1531185246,c4.large,60.17143941,10,10,1,TPC-B (sort of),simple,60 s,53493,53493,,
i-0dad89950d3beb598,1531185246,c4.large,60.2629478,10,10,1,TPC-B (sort of),simple,60 s,55455,55455,,
i-0dad89950d3beb598,1531185246,c4.large,60.17725754,10,10,1,TPC-B (sort of),simple,60 s,56111,56111,,
i-0dad89950d3beb598,1531185246,c4.large,60.17165732,10,10,1,TPC-B (sort of),simple,60 s,57466,57466,,
i-0dad89950d3beb598,1531185246,c4.large,60.16406798,10,10,1,TPC-B (sort of),simple,60 s,57154,57154,,
i-0dad89950d3beb598,1531185246,c4.large,60.17157602,10,10,1,TPC-B (sort of),simple,60 s,56794,56794,,
i-0dad89950d3beb598,1531185246,c4.large,60.17734313,10,10,1,TPC-B (sort of),simple,60 s,57037,57037,,
i-0dad89950d3beb598,1531185246,c4.large,60.1690135,10,10,1,TPC-B (sort of),simple,60 s,56702,56702,,
i-0dad89950d3beb598,1531185246,c4.large,60.23278785,10,10,1,TPC-B (sort of),simple,60 s,56806,56806,,
i-0dad89950d3beb598,1531185246,c4.large,60.17016768,10,10,1,TPC-B (sort of),simple,60 s,57548,57548,,
i-0dad89950d3beb598,1531185246,c4.large,60.17123604,10,10,1,TPC-B (sort of),simple,60 s,56148,56148,,
i-0dad89950d3beb598,1531185246,c4.large,60.17227244,10,10,1,TPC-B (sort of),simple,60 s,53368,53368,,
i-0dad89950d3beb598,1531185246,c4.large,60.17431879,10,10,1,TPC-B (sort of),simple,60 s,57020,57020,,
i-0dad89950d3beb598,1531185246,c4.large,60.18097997,10,10,1,TPC-B (sort of),simple,60 s,55961,55961,,
i-0dad89950d3beb598,1531185246,c4.large,60.18191123,10,10,1,TPC-B (sort of),simple,60 s,56087,56087,,
i-0dad89950d3beb598,1531185246,c4.large,60.1857779,10,10,1,TPC-B (sort of),simple,60 s,52978,52978,,
i-0dad89950d3beb598,1531185246,c4.large,60.17954183,10,10,1,TPC-B (sort of),simple,60 s,55522,55522,,
i-0dad89950d3beb598,1531185246,c4.large,60.17806101,10,10,1,TPC-B (sort of),simple,60 s,56407,56407,,
i-0dad89950d3beb598,1531185246,c4.large,60.17565107,10,10,1,TPC-B (sort of),simple,60 s,56193,56193,,
i-0dad89950d3beb598,1531185246,c4.large,60.19420695,10,10,1,TPC-B (sort of),simple,60 s,56049,56049,,
i-0dad89950d3beb598,1531185246,c4.large,60.17888927,10,10,1,TPC-B (sort of),simple,60 s,57401,57401,,
i-0dad89950d3beb598,1531185246,c4.large,60.18082762,10,10,1,TPC-B (sort of),simple,60 s,56660,56660,,
i-0dad89950d3beb598,1531185246,c4.large,60.26811671,10,10,1,TPC-B (sort of),simple,60 s,55720,55720,,
i-0dad89950d3beb598,1531185246,c4.large,60.17721462,10,10,1,TPC-B (sort of),simple,60 s,56729,56729,,
i-0dad89950d3beb598,1531185246,c4.large,60.17323375,10,10,1,TPC-B (sort of),simple,60 s,57137,57137,,
i-0dad89950d3beb598,1531185246,c4.large,60.17869234,10,10,1,TPC-B (sort of),simple,60 s,54432,54432,,
i-0dad89950d3beb598,1531185246,c4.large,60.18700933,10,10,1,TPC-B (sort of),simple,60 s,54555,54555,,
i-0dad89950d3beb598,1531185246,c4.large,60.18010426,10,10,1,TPC-B (sort of),simple,60 s,54637,54637,,
i-0dad89950d3beb598,1531185246,c4.large,60.28606582,10,10,1,TPC-B (sort of),simple,60 s,55433,55433,,
i-0dad89950d3beb598,1531185246,c4.large,60.188025,10,10,1,TPC-B (sort of),simple,60 s,55225,55225,,
i-0dad89950d3beb598,1531185246,c4.large,60.18382025,10,10,1,TPC-B (sort of),simple,60 s,55523,55523,,
i-0dad89950d3beb598,1531185246,c4.large,60.18305087,10,10,1,TPC-B (sort of),simple,60 s,55607,55607,,
i-0dad89950d3beb598,1531185246,c4.large,60.19966483,10,10,1,TPC-B (sort of),simple,60 s,55198,55198,,
i-0dad89950d3beb598,1531185246,c4.large,60.19480419,10,10,1,TPC-B (sort of),simple,60 s,55965,55965,,
i-0dad89950d3beb598,1531185246,c4.large,60.27589107,10,10,1,TPC-B (sort of),simple,60 s,54867,54867,,
i-0dad89950d3beb598,1531185246,c4.large,60.18335128,10,10,1,TPC-B (sort of),simple,60 s,54868,54868,,
i-0dad89950d3beb598,1531185246,c4.large,60.18743181,10,10,1,TPC-B (sort of),simple,60 s,54946,54946,,
i-0dad89950d3beb598,1531185246,c4.large,60.37989688,10,10,1,TPC-B (sort of),simple,60 s,52694,52694,,
i-0dad89950d3beb598,1531185246,c4.large,60.18234372,10,10,1,TPC-B (sort of),simple,60 s,51517,51517,,
i-08228bbd71aee93ea,1531185246,c4.large,60.38643503,10,10,1,TPC-B (sort of),simple,60 s,52762,52762,,
i-08228bbd71aee93ea,1531185246,c4.large,60.19185281,10,10,1,TPC-B (sort of),simple,60 s,50933,50933,,
i-08228bbd71aee93ea,1531185246,c4.large,60.2104404,10,10,1,TPC-B (sort of),simple,60 s,51117,51117,,
i-08228bbd71aee93ea,1531185246,c4.large,60.28070784,10,10,1,TPC-B (sort of),simple,60 s,53128,53128,,
i-08228bbd71aee93ea,1531185246,c4.large,60.19637084,10,10,1,TPC-B (sort of),simple,60 s,52758,52758,,
i-08228bbd71aee93ea,1531185246,c4.large,60.20932651,10,10,1,TPC-B (sort of),simple,60 s,52565,52565,,
i-08228bbd71aee93ea,1531185246,c4.large,60.26325274,10,10,1,TPC-B (sort of),simple,60 s,53567,53567,,
i-08228bbd71aee93ea,1531185246,c4.large,60.1883328,10,10,1,TPC-B (sort of),simple,60 s,54587,54587,,
i-08228bbd71aee93ea,1531185246,c4.large,60.21229291,10,10,1,TPC-B (sort of),simple,60 s,55183,55183,,
i-08228bbd71aee93ea,1531185246,c4.large,60.19480371,10,10,1,TPC-B (sort of),simple,60 s,54467,54467,,
i-08228bbd71aee93ea,1531185246,c4.large,60.19629097,10,10,1,TPC-B (sort of),simple,60 s,53879,53879,,
i-08228bbd71aee93ea,1531185246,c4.large,60.19515038,10,10,1,TPC-B (sort of),simple,60 s,54269,54269,,
i-08228bbd71aee93ea,1531185246,c4.large,60.26089954,10,10,1,TPC-B (sort of),simple,60 s,51961,51961,,
i-08228bbd71aee93ea,1531185246,c4.large,60.20519304,10,10,1,TPC-B (sort of),simple,60 s,49680,49680,,
i-08228bbd71aee93ea,1531185246,c4.large,60.25447679,10,10,1,TPC-B (sort of),simple,60 s,54204,54204,,
i-08228bbd71aee93ea,1531185246,c4.large,60.19694901,10,10,1,TPC-B (sort of),simple,60 s,53743,53743,,
i-08228bbd71aee93ea,1531185246,c4.large,60.20660329,10,10,1,TPC-B (sort of),simple,60 s,52756,52756,,
i-08228bbd71aee93ea,1531185246,c4.large,60.20871043,10,10,1,TPC-B (sort of),simple,60 s,52383,52383,,
i-08228bbd71aee93ea,1531185246,c4.large,60.19720602,10,10,1,TPC-B (sort of),simple,60 s,53156,53156,,
i-08228bbd71aee93ea,1531185246,c4.large,60.19724345,10,10,1,TPC-B (sort of),simple,60 s,53410,53410,,
i-08228bbd71aee93ea,1531185246,c4.large,60.19991159,10,10,1,TPC-B (sort of),simple,60 s,53063,53063,,
i-08228bbd71aee93ea,1531185246,c4.large,60.20721626,10,10,1,TPC-B (sort of),simple,60 s,51634,51634,,
i-08228bbd71aee93ea,1531185246,c4.large,60.20254326,10,10,1,TPC-B (sort of),simple,60 s,50315,50315,,
i-08228bbd71aee93ea,1531185246,c4.large,60.21464968,10,10,1,TPC-B (sort of),simple,60 s,49944,49944,,
i-08228bbd71aee93ea,1531185246,c4.large,60.27346325,10,10,1,TPC-B (sort of),simple,60 s,51620,51620,,
i-08228bbd71aee93ea,1531185246,c4.large,60.21246624,10,10,1,TPC-B (sort of),simple,60 s,52148,52148,,
i-00b55946684109933,1531185246,c4.large,60.28650141,10,10,1,TPC-B (sort of),simple,60 s,61027,61027,,
i-00b55946684109933,1531185246,c4.large,60.1756494,10,10,1,TPC-B (sort of),simple,60 s,62674,62674,,
i-00b55946684109933,1531185246,c4.large,60.17324758,10,10,1,TPC-B (sort of),simple,60 s,62131,62131,,
i-00b55946684109933,1531185246,c4.large,60.17517471,10,10,1,TPC-B (sort of),simple,60 s,62536,62536,,
i-00b55946684109933,1531185246,c4.large,60.17683268,10,10,1,TPC-B (sort of),simple,60 s,62863,62863,,
i-00b55946684109933,1531185246,c4.large,60.17030573,10,10,1,TPC-B (sort of),simple,60 s,63172,63172,,
i-00b55946684109933,1531185246,c4.large,60.29321003,10,10,1,TPC-B (sort of),simple,60 s,61940,61940,,
i-00b55946684109933,1531185246,c4.large,60.1702795,10,10,1,TPC-B (sort of),simple,60 s,61997,61997,,
i-00b55946684109933,1531185246,c4.large,60.16988182,10,10,1,TPC-B (sort of),simple,60 s,62796,62796,,
i-00b55946684109933,1531185246,c4.large,60.1701014,10,10,1,TPC-B (sort of),simple,60 s,61540,61540,,
i-00b55946684109933,1531185246,c4.large,60.178231,10,10,1,TPC-B (sort of),simple,60 s,60240,60240,,
i-00b55946684109933,1531185246,c4.large,60.18448949,10,10,1,TPC-B (sort of),simple,60 s,62906,62906,,
i-00b55946684109933,1531185246,c4.large,60.17851233,10,10,1,TPC-B (sort of),simple,60 s,62422,62422,,
i-00b55946684109933,1531185246,c4.large,60.18221307,10,10,1,TPC-B (sort of),simple,60 s,62263,62263,,
i-00b55946684109933,1531185246,c4.large,60.17545462,10,10,1,TPC-B (sort of),simple,60 s,62747,62747,,
i-00b55946684109933,1531185246,c4.large,60.22277212,10,10,1,TPC-B (sort of),simple,60 s,61413,61413,,
i-00b55946684109933,1531185246,c4.large,60.18118191,10,10,1,TPC-B (sort of),simple,60 s,61987,61987,,
i-00b55946684109933,1531185246,c4.large,60.18031693,10,10,1,TPC-B (sort of),simple,60 s,61716,61716,,
i-00b55946684109933,1531185246,c4.large,60.18839097,10,10,1,TPC-B (sort of),simple,60 s,61607,61607,,
i-00b55946684109933,1531185246,c4.large,60.18501019,10,10,1,TPC-B (sort of),simple,60 s,61587,61587,,
i-0675746e5a509330f,1531185246,c4.large,60.30091977,10,10,1,TPC-B (sort of),simple,60 s,66420,66420,,
i-0675746e5a509330f,1531185246,c4.large,60.17821527,10,10,1,TPC-B (sort of),simple,60 s,67021,67021,,
i-0675746e5a509330f,1531185246,c4.large,60.17826223,10,10,1,TPC-B (sort of),simple,60 s,66820,66820,,
i-0675746e5a509330f,1531185246,c4.large,60.23494959,10,10,1,TPC-B (sort of),simple,60 s,65919,65919,,
i-0675746e5a509330f,1531185246,c4.large,60.18419123,10,10,1,TPC-B (sort of),simple,60 s,65181,65181,,
,,,,,,,,,,57391.24242,64696.7,67021,48848