"instanceID","wallTime","per.request.avg.time","total.time","set","vmID"
"i-01b2eb7a4adfba9f2",8.470000267,"1688.59ms","8.4512s",11,10
"i-01b2eb7a4adfba9f2",8.481026888,"1689.55ms","8.4602s",11,10
"i-01b2eb7a4adfba9f2",8.477009773,"1689.54ms","8.4554s",11,10
"i-01b2eb7a4adfba9f2",8.472009182,"1689.14ms","8.4516s",11,10
"i-01b2eb7a4adfba9f2",8.485063791,"1691.34ms","8.4630s",11,10
"i-01b2eb7a4adfba9f2",8.476492405,"1690.47ms","8.4567s",11,10
"i-01b2eb7a4adfba9f2",8.469608545,"1688.90ms","8.4491s",11,10
"i-01b2eb7a4adfba9f2",8.466028452,"1688.74ms","8.4466s",11,10
"i-01b2eb7a4adfba9f2",8.469066381,"1688.97ms","8.4470s",12,10
"i-01b2eb7a4adfba9f2",8.473106861,"1689.14ms","8.4533s",12,10
"i-01b2eb7a4adfba9f2",8.471408606,"1689.31ms","8.4524s",12,10
"i-01b2eb7a4adfba9f2",8.471721172,"1689.42ms","8.4520s",12,10
"i-01b2eb7a4adfba9f2",8.467573166,"1688.93ms","8.4467s",12,10
"i-01b2eb7a4adfba9f2",8.466710806,"1689.37ms","8.4473s",12,10
"i-01b2eb7a4adfba9f2",8.480154276,"1690.81ms","8.4600s",12,10
"i-01b2eb7a4adfba9f2",8.48054719,"1690.25ms","8.4607s",12,10
"i-01b2eb7a4adfba9f2",8.471741915,"1688.93ms","8.4525s",12,10
"i-01b2eb7a4adfba9f2",8.464455605,"1688.60ms","8.4459s",12,10
"i-01b2eb7a4adfba9f2",8.476821423,"1690.40ms","8.4565s",13,10
"i-01b2eb7a4adfba9f2",8.471425056,"1688.74ms","8.4520s",13,10
"i-01b2eb7a4adfba9f2",8.4741745,"1689.05ms","8.4532s",13,10
"i-01b2eb7a4adfba9f2",8.470974207,"1689.47ms","8.4509s",13,10
"i-01b2eb7a4adfba9f2",8.473973274,"1689.39ms","8.4541s",13,10
"i-01b2eb7a4adfba9f2",8.466740131,"1689.30ms","8.4468s",13,10
"i-01b2eb7a4adfba9f2",8.48007226,"1691.09ms","8.4594s",13,10
"i-01b2eb7a4adfba9f2",8.474928856,"1690.21ms","8.4554s",13,10
"i-01b2eb7a4adfba9f2",8.469593525,"1688.64ms","8.4495s",13,10
"i-01b2eb7a4adfba9f2",8.470522881,"1688.62ms","8.4512s",13,10
"i-01b2eb7a4adfba9f2",8.473395824,"1689.73ms","8.4533s",14,10
"i-01b2eb7a4adfba9f2",8.471540213,"1688.80ms","8.4517s",14,10
"i-01b2eb7a4adfba9f2",8.4793787,"1688.93ms","8.4591s",14,10
"i-01b2eb7a4adfba9f2",8.473143101,"1689.48ms","8.4535s",14,10
"i-01b2eb7a4adfba9f2",8.466112137,"1688.72ms","8.4468s",14,10
"i-01b2eb7a4adfba9f2",8.465474844,"1689.21ms","8.4467s",14,10
"i-01b2eb7a4adfba9f2",8.474594355,"1690.41ms","8.4553s",14,10
"i-01b2eb7a4adfba9f2",8.477100372,"1690.47ms","8.4565s",14,10
"i-01b2eb7a4adfba9f2",8.471944809,"1688.81ms","8.4526s",14,10
"i-01b2eb7a4adfba9f2",8.467291117,"1688.69ms","8.4485s",14,10
"i-01b2eb7a4adfba9f2",8.47723031,"1689.35ms","8.4547s",15,10
"i-01b2eb7a4adfba9f2",8.474512815,"1688.75ms","8.4527s",15,10
"i-01b2eb7a4adfba9f2",8.470205545,"1688.67ms","8.4496s",15,10
"i-01b2eb7a4adfba9f2",8.441201925,"1682.83ms","8.4206s",15,10
"i-01b2eb7a4adfba9f2",8.471719503,"1688.68ms","8.4511s",15,10
"i-01b2eb7a4adfba9f2",8.474670887,"1688.92ms","8.4541s",15,10
"i-01b2eb7a4adfba9f2",8.478750229,"1690.42ms","8.4579s",15,10
"i-01b2eb7a4adfba9f2",8.491085291,"1691.25ms","8.4702s",15,10
"i-01b2eb7a4adfba9f2",8.482185841,"1690.07ms","8.4600s",15,10
"i-01b2eb7a4adfba9f2",8.471631527,"1688.92ms","8.4482s",15,10
"i-01b2eb7a4adfba9f2",8.47454381,"1689.78ms","8.4536s",16,10
"i-01b2eb7a4adfba9f2",8.474232912,"1689.87ms","8.4520s",16,10
"i-01b2eb7a4adfba9f2",8.471685648,"1689.38ms","8.4489s",16,10
"i-01b2eb7a4adfba9f2",8.474906683,"1689.51ms","8.4537s",16,10
"i-01b2eb7a4adfba9f2",8.467042685,"1688.75ms","8.4473s",16,10
"i-01b2eb7a4adfba9f2",8.46779418,"1689.15ms","8.4475s",16,10
"i-01b2eb7a4adfba9f2",8.48752284,"1691.66ms","8.4669s",16,10
"i-01b2eb7a4adfba9f2",8.479380131,"1690.30ms","8.4596s",16,10
"i-01b2eb7a4adfba9f2",8.472351313,"1688.81ms","8.4526s",16,10
"i-01b2eb7a4adfba9f2",8.464425802,"1688.31ms","8.4445s",16,10
"i-00dd1a9a70a761375",8.500306845,"1690.20ms","8.4535s",11,11
"i-00dd1a9a70a761375",8.471672297,"1688.71ms","8.4460s",11,11
"i-00dd1a9a70a761375",8.473483086,"1688.69ms","8.4466s",11,11
"i-00dd1a9a70a761375",8.472691059,"1689.38ms","8.4474s",11,11
"i-00dd1a9a70a761375",8.469477415,"1688.69ms","8.4449s",11,11
"i-00dd1a9a70a761375",8.479158401,"1688.57ms","8.4498s",11,11
"i-00dd1a9a70a761375",8.480603695,"1688.75ms","8.4527s",11,11
"i-00dd1a9a70a761375",8.49489665,"1691.69ms","8.4684s",11,11
"i-00dd1a9a70a761375",8.483597755,"1689.82ms","8.4582s",11,11
"i-00dd1a9a70a761375",8.477983236,"1688.55ms","8.4498s",11,11
"i-00dd1a9a70a761375",8.487517834,"1691.49ms","8.4627s",12,11
"i-00dd1a9a70a761375",8.477329969,"1688.92ms","8.4508s",12,11
"i-00dd1a9a70a761375",8.472952604,"1689.04ms","8.4467s",12,11
"i-00dd1a9a70a761375",8.474255323,"1689.57ms","8.4489s",12,11
"i-00dd1a9a70a761375",8.475171804,"1688.93ms","8.4484s",12,11
"i-00dd1a9a70a761375",8.471581697,"1688.86ms","8.4468s",12,11
"i-00dd1a9a70a761375",8.473782063,"1689.41ms","8.4481s",12,11
"i-00dd1a9a70a761375",8.488558769,"1690.95ms","8.4622s",12,11
"i-00dd1a9a70a761375",8.486274242,"1689.94ms","8.4609s",12,11
"i-00dd1a9a70a761375",8.481595039,"1688.63ms","8.4506s",12,11
"i-00dd1a9a70a761375",8.486729622,"1691.14ms","8.4593s",13,11
"i-00dd1a9a70a761375",8.481923342,"1688.63ms","8.4521s",13,11
"i-00dd1a9a70a761375",8.494470119,"1690.88ms","8.4674s",13,11
"i-00dd1a9a70a761375",8.481796026,"1689.41ms","8.4525s",13,11
"i-00dd1a9a70a761375",8.477348328,"1688.65ms","8.4511s",13,11
"i-00dd1a9a70a761375",8.480261326,"1688.78ms","8.4528s",13,11
"i-00dd1a9a70a761375",8.479049444,"1688.98ms","8.4529s",13,11
"i-00dd1a9a70a761375",8.487338066,"1690.35ms","8.4607s",13,11
"i-00dd1a9a70a761375",8.48952651,"1689.82ms","8.4617s",13,11
"i-00dd1a9a70a761375",8.476826668,"1688.62ms","8.4513s",13,11
"i-00dd1a9a70a761375",8.485357761,"1690.69ms","8.4594s",14,11
"i-00dd1a9a70a761375",8.47797513,"1688.73ms","8.4522s",14,11
"i-00dd1a9a70a761375",8.474583149,"1688.94ms","8.4494s",14,11
"i-00dd1a9a70a761375",8.47576642,"1689.55ms","8.4497s",14,11
"i-00dd1a9a70a761375",8.472200155,"1688.75ms","8.4449s",14,11
"i-00dd1a9a70a761375",8.473270893,"1688.72ms","8.4450s",14,11
"i-00dd1a9a70a761375",8.477664471,"1689.05ms","8.4517s",14,11
"i-00dd1a9a70a761375",8.483777523,"1690.57ms","8.4585s",14,11
"i-00dd1a9a70a761375",8.489002466,"1689.98ms","8.4632s",14,11
"i-00dd1a9a70a761375",8.476685047,"1688.71ms","8.4500s",14,11
"i-00dd1a9a70a761375",8.488692045,"1692.36ms","8.4626s",15,11
"i-00dd1a9a70a761375",8.478335142,"1688.69ms","8.4521s",15,11
"i-00dd1a9a70a761375",8.476229906,"1688.62ms","8.4513s",15,11
"i-00dd1a9a70a761375",8.47185874,"1689.38ms","8.4470s",15,11
"i-00dd1a9a70a761375",8.471750021,"1688.84ms","8.4461s",15,11
"i-00dd1a9a70a761375",8.477290154,"1688.61ms","8.4512s",15,11
"i-00dd1a9a70a761375",8.471353769,"1689.14ms","8.4462s",15,11
"i-00dd1a9a70a761375",8.489362478,"1691.47ms","8.4641s",15,11
"i-00dd1a9a70a761375",8.485528946,"1690.39ms","8.4569s",15,11
"i-00dd1a9a70a761375",8.476842403,"1688.76ms","8.4510s",15,11
"i-00dd1a9a70a761375",8.482310057,"1690.29ms","8.4551s",16,11
"i-00dd1a9a70a761375",8.480165243,"1688.88ms","8.4534s",16,11
"i-00dd1a9a70a761375",8.482030153,"1689.05ms","8.4540s",16,11
"i-00dd1a9a70a761375",8.475340605,"1689.70ms","8.4492s",16,11
"i-00dd1a9a70a761375",8.475532293,"1689.33ms","8.4496s",16,11
"i-00dd1a9a70a761375",8.473352671,"1688.93ms","8.4458s",16,11
"i-00dd1a9a70a761375",8.471521378,"1688.97ms","8.4458s",16,11
"i-00dd1a9a70a761375",8.488523006,"1691.05ms","8.4620s",16,11
"i-00dd1a9a70a761375",8.481559277,"1690.18ms","8.4553s",16,11
"i-00dd1a9a70a761375",8.47727561,"1688.67ms","8.4453s",16,11
"i-07b1ad7ee4554ad5d",8.623816967,"1690.34ms","8.4529s",12,12
"i-07b1ad7ee4554ad5d",8.478651285,"1688.75ms","8.4519s",12,12
"i-07b1ad7ee4554ad5d",8.480421066,"1688.95ms","8.4539s",12,12
"i-07b1ad7ee4554ad5d",8.616392612,"1690.21ms","8.4563s",12,12
"i-07b1ad7ee4554ad5d",8.609096766,"1688.33ms","8.4489s",12,12
"i-07b1ad7ee4554ad5d",8.473104477,"1688.92ms","8.4456s",12,12
"i-07b1ad7ee4554ad5d",8.480203629,"1690.38ms","8.4527s",12,12
"i-07b1ad7ee4554ad5d",8.491347075,"1691.45ms","8.4623s",12,12
"i-07b1ad7ee4554ad5d",8.473425388,"1688.82ms","8.4463s",12,12
"i-07b1ad7ee4554ad5d",8.473138809,"1688.74ms","8.4462s",12,12
"i-07b1ad7ee4554ad5d",8.490730524,"1691.93ms","8.4630s",13,12
"i-07b1ad7ee4554ad5d",8.480674267,"1688.85ms","8.4526s",13,12
"i-07b1ad7ee4554ad5d",8.476689816,"1689.30ms","8.4499s",13,12
"i-07b1ad7ee4554ad5d",8.475678444,"1689.60ms","8.4483s",13,12
"i-07b1ad7ee4554ad5d",8.474468231,"1688.94ms","8.4467s",13,12
"i-07b1ad7ee4554ad5d",8.474817514,"1689.02ms","8.4472s",13,12
"i-07b1ad7ee4554ad5d",8.475996017,"1689.62ms","8.4488s",13,12
"i-07b1ad7ee4554ad5d",8.494046211,"1691.63ms","8.4658s",13,12
"i-07b1ad7ee4554ad5d",8.478909492,"1689.91ms","8.4515s",13,12
"i-07b1ad7ee4554ad5d",8.473593473,"1688.63ms","8.4454s",13,12
"i-07b1ad7ee4554ad5d",8.48120141,"1690.12ms","8.4514s",14,12
"i-07b1ad7ee4554ad5d",8.478015184,"1688.91ms","8.4455s",14,12
"i-07b1ad7ee4554ad5d",8.476662636,"1689.69ms","8.4493s",14,12
"i-07b1ad7ee4554ad5d",8.485332489,"1690.26ms","8.4562s",14,12
"i-07b1ad7ee4554ad5d",8.585853338,"1688.69ms","8.4518s",14,12
"i-07b1ad7ee4554ad5d",8.474927425,"1688.77ms","8.4472s",14,12
"i-07b1ad7ee4554ad5d",8.486566544,"1690.69ms","8.4582s",14,12
"i-07b1ad7ee4554ad5d",8.493891716,"1691.69ms","8.4657s",14,12
"i-07b1ad7ee4554ad5d",8.480410337,"1688.63ms","8.4518s",14,12
"i-07b1ad7ee4554ad5d",8.491456509,"1689.72ms","8.4560s",14,12
"i-07b1ad7ee4554ad5d",8.485510111,"1690.38ms","8.4578s",15,12
"i-07b1ad7ee4554ad5d",8.475473166,"1689.01ms","8.4473s",15,12
"i-07b1ad7ee4554ad5d",8.590723991,"1688.84ms","8.4471s",15,12
"i-07b1ad7ee4554ad5d",8.48440814,"1690.17ms","8.4568s",15,12
"i-07b1ad7ee4554ad5d",8.475650549,"1688.90ms","8.4479s",15,12
"i-07b1ad7ee4554ad5d",8.474380732,"1688.85ms","8.4469s",15,12
"i-07b1ad7ee4554ad5d",8.477006912,"1689.47ms","8.4502s",15,12
"i-07b1ad7ee4554ad5d",8.498719215,"1693.08ms","8.4695s",15,12
"i-07b1ad7ee4554ad5d",8.479396343,"1689.14ms","8.4525s",15,12
"i-07b1ad7ee4554ad5d",8.477058172,"1688.75ms","8.4499s",15,12
"i-07b1ad7ee4554ad5d",8.486452341,"1690.88ms","8.4569s",16,12
"i-07b1ad7ee4554ad5d",8.48743701,"1689.85ms","8.4593s",16,12
"i-07b1ad7ee4554ad5d",8.480158091,"1688.84ms","8.4503s",16,12
"i-07b1ad7ee4554ad5d",8.480121374,"1689.80ms","8.4518s",16,12
"i-07b1ad7ee4554ad5d",8.477630138,"1688.85ms","8.4471s",16,12
"i-07b1ad7ee4554ad5d",8.476113558,"1688.92ms","8.4469s",16,12
"i-07b1ad7ee4554ad5d",8.47590661,"1689.00ms","8.4464s",16,12
"i-07b1ad7ee4554ad5d",8.492238998,"1691.35ms","8.4628s",16,12
"i-07b1ad7ee4554ad5d",8.492326975,"1689.93ms","8.4628s",16,12
"i-07b1ad7ee4554ad5d",8.487207174,"1689.35ms","8.4562s",16,12
"i-0f8116b809aebcae3",8.504216909,"1690.39ms","8.4543s",13,13
"i-0f8116b809aebcae3",8.478497982,"1688.99ms","8.4511s",13,13
"i-0f8116b809aebcae3",8.48101306,"1689.02ms","8.4539s",13,13
"i-0f8116b809aebcae3",8.478925943,"1689.28ms","8.4527s",13,13
"i-0f8116b809aebcae3",8.477422714,"1688.57ms","8.4509s",13,13
"i-0f8116b809aebcae3",8.477527618,"1689.02ms","8.4468s",13,13
"i-0f8116b809aebcae3",8.487617016,"1689.46ms","8.4583s",13,13
"i-0f8116b809aebcae3",8.494530201,"1691.80ms","8.4653s",13,13
"i-0f8116b809aebcae3",8.482744694,"1689.48ms","8.4522s",13,13
"i-0f8116b809aebcae3",8.479003906,"1689.48ms","8.4510s",13,13
"i-0f8116b809aebcae3",8.482317448,"1690.12ms","8.4542s",14,13
"i-0f8116b809aebcae3",8.484570026,"1689.58ms","8.4547s",14,13
"i-0f8116b809aebcae3",8.484429359,"1689.36ms","8.4565s",14,13
"i-0f8116b809aebcae3",8.481006384,"1689.35ms","8.4535s",14,13
"i-0f8116b809aebcae3",8.478713512,"1688.54ms","8.4516s",14,13
"i-0f8116b809aebcae3",8.4781847,"1688.70ms","8.4518s",14,13
"i-0f8116b809aebcae3",8.488287449,"1690.46ms","8.4614s",14,13
"i-0f8116b809aebcae3",8.520059824,"1691.17ms","8.4688s",14,13
"i-0f8116b809aebcae3",8.479329586,"1688.62ms","8.4516s",14,13
"i-0f8116b809aebcae3",8.477836132,"1688.62ms","8.4508s",14,13
"i-0f8116b809aebcae3",8.519579411,"1691.69ms","8.4634s",15,13
"i-0f8116b809aebcae3",8.476095676,"1688.93ms","8.4480s",15,13
"i-0f8116b809aebcae3",8.47350502,"1688.72ms","8.4453s",15,13
"i-0f8116b809aebcae3",8.480648279,"1690.26ms","8.4522s",15,13
"i-0f8116b809aebcae3",8.546931028,"1688.85ms","8.4517s",15,13
"i-0f8116b809aebcae3",8.478902578,"1688.68ms","8.4515s",15,13
"i-0f8116b809aebcae3",8.484493732,"1689.97ms","8.4571s",15,13
"i-0f8116b809aebcae3",8.501534224,"1692.51ms","8.4732s",15,13
"i-0f8116b809aebcae3",8.481691837,"1689.16ms","8.4533s",15,13
"i-0f8116b809aebcae3",8.478660822,"1688.70ms","8.4518s",15,13
"i-0f8116b809aebcae3",8.485237598,"1690.11ms","8.4555s",16,13
"i-0f8116b809aebcae3",8.487109423,"1689.65ms","8.4583s",16,13
"i-0f8116b809aebcae3",8.483966589,"1689.10ms","8.4551s",16,13
"i-0f8116b809aebcae3",8.483910322,"1689.53ms","8.4546s",16,13
"i-0f8116b809aebcae3",8.482359409,"1688.75ms","8.4515s",16,13
"i-0f8116b809aebcae3",8.483768702,"1689.42ms","8.4554s",16,13
"i-0f8116b809aebcae3",8.483469963,"1689.00ms","8.4530s",16,13
"i-0f8116b809aebcae3",8.487436771,"1690.34ms","8.4587s",16,13
"i-0f8116b809aebcae3",8.482762098,"1690.30ms","8.4537s",16,13
"i-0f8116b809aebcae3",8.480093002,"1688.82ms","8.4504s",16,13
"i-081e4bdadae4aae5a",8.523263454,"1690.52ms","8.4566s",14,14
"i-081e4bdadae4aae5a",8.479721785,"1689.00ms","8.4551s",14,14
"i-081e4bdadae4aae5a",8.480704308,"1690.61ms","8.4549s",14,14
"i-081e4bdadae4aae5a",8.484829903,"1690.98ms","8.4594s",14,14
"i-081e4bdadae4aae5a",8.473246813,"1688.89ms","8.4474s",14,14
"i-081e4bdadae4aae5a",8.476610899,"1689.03ms","8.4501s",14,14
"i-081e4bdadae4aae5a",8.479735136,"1689.45ms","8.4528s",14,14
"i-081e4bdadae4aae5a",8.496425152,"1691.39ms","8.4703s",14,14
"i-081e4bdadae4aae5a",8.481251717,"1688.81ms","8.4546s",14,14
"i-081e4bdadae4aae5a",8.479965448,"1688.96ms","8.4541s",14,14
"i-081e4bdadae4aae5a",8.486377001,"1691.34ms","8.4602s",15,14
"i-081e4bdadae4aae5a",8.482170343,"1689.07ms","8.4534s",15,14
"i-081e4bdadae4aae5a",8.479584455,"1689.04ms","8.4525s",15,14
"i-081e4bdadae4aae5a",8.494166374,"1690.98ms","8.4665s",15,14
"i-081e4bdadae4aae5a",8.476123333,"1689.02ms","8.4478s",15,14
"i-081e4bdadae4aae5a",8.488126993,"1689.70ms","8.4532s",15,14
"i-081e4bdadae4aae5a",8.480027437,"1689.73ms","8.4512s",15,14
"i-081e4bdadae4aae5a",8.503243685,"1692.67ms","8.4741s",15,14
"i-081e4bdadae4aae5a",8.480063677,"1689.66ms","8.4513s",15,14
"i-081e4bdadae4aae5a",8.479703426,"1689.15ms","8.4512s",15,14
"i-081e4bdadae4aae5a",8.482981682,"1691.06ms","8.4561s",16,14
"i-081e4bdadae4aae5a",8.476007462,"1689.41ms","8.4482s",16,14
"i-081e4bdadae4aae5a",8.482672691,"1689.62ms","8.4519s",16,14
"i-081e4bdadae4aae5a",8.492054224,"1690.19ms","8.4636s",16,14
"i-081e4bdadae4aae5a",8.482841492,"1690.54ms","8.4531s",16,14
"i-081e4bdadae4aae5a",8.47531414,"1689.19ms","8.4466s",16,14
"i-081e4bdadae4aae5a",8.475183487,"1689.36ms","8.4472s",16,14
"i-081e4bdadae4aae5a",8.489284515,"1692.27ms","8.4617s",16,14
"i-081e4bdadae4aae5a",8.475179672,"1689.26ms","8.4467s",16,14
"i-081e4bdadae4aae5a",8.481062889,"1688.79ms","8.4522s",16,14
"i-005293d8767a011fc",8.502904415,"1690.68ms","8.4591s",15,15
"i-005293d8767a011fc",8.475049973,"1688.84ms","8.4477s",15,15
"i-005293d8767a011fc",8.480986595,"1689.36ms","8.4541s",15,15
"i-005293d8767a011fc",8.478975773,"1689.46ms","8.4524s",15,15
"i-005293d8767a011fc",8.477641106,"1688.62ms","8.4510s",15,15
"i-005293d8767a011fc",8.480008364,"1688.65ms","8.4511s",15,15
"i-005293d8767a011fc",8.487859488,"1690.02ms","8.4606s",15,15
"i-005293d8767a011fc",8.484582186,"1691.21ms","8.4566s",15,15
"i-005293d8767a011fc",8.494787931,"1690.14ms","8.4664s",15,15
"i-005293d8767a011fc",8.479768515,"1688.66ms","8.4516s",15,15
"i-005293d8767a011fc",8.49514842,"1691.77ms","8.4617s",16,15
"i-005293d8767a011fc",8.482175112,"1689.94ms","8.4513s",16,15
"i-005293d8767a011fc",8.482417822,"1689.20ms","8.4505s",16,15
"i-005293d8767a011fc",8.480279684,"1689.44ms","8.4523s",16,15
"i-005293d8767a011fc",8.474348545,"1688.80ms","8.4457s",16,15
"i-005293d8767a011fc",8.498984575,"1688.73ms","8.4492s",16,15
"i-005293d8767a011fc",8.479131937,"1688.97ms","8.4518s",16,15
"i-005293d8767a011fc",8.483248711,"1690.26ms","8.4537s",16,15
"i-005293d8767a011fc",8.491544247,"1690.23ms","8.4624s",16,15
"i-005293d8767a011fc",8.47630477,"1688.64ms","8.4479s",16,15
"i-021fd4e179ad58b81",8.493074894,"1689.79ms","8.4540s",16,16
"i-021fd4e179ad58b81",8.48431325,"1689.74ms","8.4588s",16,16
"i-021fd4e179ad58b81",8.481949091,"1689.07ms","8.4559s",16,16
"i-021fd4e179ad58b81",8.482339859,"1689.82ms","8.4564s",16,16
"i-021fd4e179ad58b81",8.476601839,"1688.63ms","8.4523s",16,16
"i-021fd4e179ad58b81",8.480591774,"1688.76ms","8.4521s",16,16
"i-021fd4e179ad58b81",8.490937471,"1692.34ms","8.4634s",16,16
"i-021fd4e179ad58b81",8.495612144,"1691.14ms","8.4692s",16,16
"i-021fd4e179ad58b81",8.481489658,"1689.18ms","8.4556s",16,16
"i-021fd4e179ad58b81",8.478278399,"1688.58ms","8.4520s",16,16
