"pgbench","setId","vmId"
52355,1,1
62181,1,1
62119,1,1
64128,2,1
64387,2,1
64099,2,1
64484,3,1
64496,3,1
46728,3,1
66545,4,1
66667,4,1
66706,4,1
67274,5,1
66557,5,1
66611,5,1
66030,6,1
65545,6,1
65202,6,1
65184,7,1
65142,7,1
65634,7,1
65210,8,1
65990,8,1
65300,8,1
65345,9,1
65470,9,1
65203,9,1
65903,10,1
64414,10,1
64645,10,1
65612,11,1
65412,11,1
64966,11,1
64634,12,1
65240,12,1
64513,12,1
61251,13,1
59176,13,1
60891,13,1
49543,14,1
53808,14,1
50968,14,1
51774,15,1
51427,15,1
46430,15,1
52623,16,1
43319,16,1
51309,16,1
65035,2,2
64707,2,2
65208,2,2
64835,3,2
65062,3,2
45546,3,2
65649,4,2
65855,4,2
66397,4,2
66691,5,2
66403,5,2
65890,5,2
64604,6,2
64761,6,2
64124,6,2
64083,7,2
63492,7,2
64772,7,2
64455,8,2
65605,8,2
64134,8,2
65100,9,2
64343,9,2
64460,9,2
64967,10,2
64362,10,2
64767,10,2
65886,11,2
65108,11,2
64725,11,2
64178,12,2
64253,12,2
63579,12,2
59899,13,2
59569,13,2
60191,13,2
48193,14,2
53200,14,2
50254,14,2
51498,15,2
49984,15,2
46073,15,2
51621,16,2
42401,16,2
48812,16,2
64577,3,3
63731,3,3
44385,3,3
65177,4,3
65517,4,3
65722,4,3
66484,5,3
65687,5,3
65791,5,3
63986,6,3
64485,6,3
63303,6,3
63477,7,3
64101,7,3
63599,7,3
64045,8,3
64574,8,3
65062,8,3
64430,9,3
64501,9,3
64662,9,3
64640,10,3
63615,10,3
63058,10,3
64884,11,3
64645,11,3
62371,11,3
62726,12,3
63862,12,3
62941,12,3
60278,13,3
58273,13,3
58125,13,3
47979,14,3
50839,14,3
50128,14,3
50197,15,3
49776,15,3
45065,15,3
50949,16,3
41835,16,3
49065,16,3
62795,4,4
62308,4,4
62746,4,4
63699,5,4
62863,5,4
62533,5,4
62341,6,4
62411,6,4
62071,6,4
62239,7,4
61014,7,4
62587,7,4
61891,8,4
63267,8,4
62790,8,4
62322,9,4
62581,9,4
61934,9,4
62703,10,4
62277,10,4
62616,10,4
62643,11,4
62044,11,4
61714,11,4
61180,12,4
62598,12,4
61377,12,4
58867,13,4
57458,13,4
57396,13,4
46950,14,4
51758,14,4
49261,14,4
50174,15,4
49915,15,4
44909,15,4
51343,16,4
41474,16,4
48297,16,4
65409,5,5
65103,5,5
65257,5,5
66137,6,5
65392,6,5
65533,6,5
65826,7,5
65232,7,5
65556,7,5
65269,8,5
65363,8,5
65743,8,5
65102,9,5
65218,9,5
64902,9,5
65367,10,5
65433,10,5
65375,10,5
64450,11,5
64277,11,5
64940,11,5
64792,12,5
64502,12,5
64408,12,5
63390,13,5
63055,13,5
63211,13,5
60216,14,5
61465,14,5
60939,14,5
60982,15,5
60387,15,5
59182,15,5
61206,16,5
57485,16,5
59695,16,5
64995,6,6
64954,6,6
63738,6,6
65088,7,6
63361,7,6
64391,7,6
64493,8,6
65644,8,6
64762,8,6
64079,9,6
63767,9,6
64551,9,6
64110,10,6
64205,10,6
64151,10,6
64827,11,6
63867,11,6
63060,11,6
63332,12,6
64413,12,6
62779,12,6
59950,13,6
59068,13,6
59273,13,6
48098,14,6
52908,14,6
50496,14,6
50585,15,6
49804,15,6
45039,15,6
51658,16,6
42197,16,6
50675,16,6
63868,7,7
63860,7,7
64211,7,7
63863,8,7
64208,8,7
63779,8,7
64005,9,7
63754,9,7
64341,9,7
63519,10,7
63321,10,7
62293,10,7
63389,11,7
63453,11,7
61986,11,7
60698,12,7
61852,12,7
61937,12,7
62083,13,7
62651,13,7
62058,13,7
60869,14,7
62728,14,7
62678,14,7
61616,15,7
61687,15,7
60859,15,7
60399,16,7
59100,16,7
60452,16,7
65559,8,8
66102,8,8
66307,8,8
64818,9,8
64939,9,8
65710,9,8
64542,10,8
65213,10,8
65112,10,8
65222,11,8
64561,11,8
63487,11,8
62965,12,8
63536,12,8
63809,12,8
63599,13,8
63751,13,8
64630,13,8
62481,14,8
63625,14,8
62882,14,8
62410,15,8
62271,15,8
60291,15,8
62665,16,8
60578,16,8
63072,16,8
64174,9,9
63991,9,9
64384,9,9
63738,10,9
64314,10,9
63449,10,9
62916,11,9
62501,11,9
63766,11,9
62234,12,9
62356,12,9
62896,12,9
63568,13,9
63568,13,9
63786,13,9
62854,14,9
63028,14,9
62950,14,9
62695,15,9
63089,15,9
61896,15,9
62636,16,9
59851,16,9
61642,16,9
63827,10,10
64521,10,10
64394,10,10
65007,11,10
64177,11,10
64860,11,10
64153,12,10
64785,12,10
63751,12,10
63011,13,10
62657,13,10
62893,13,10
61793,14,10
63125,14,10
63488,14,10
62578,15,10
62924,15,10
61205,15,10
62555,16,10
59329,16,10
61939,16,10
65640,11,11
66020,11,11
64500,11,11
64888,12,11
65642,12,11
65004,12,11
65069,13,11
65413,13,11
65065,13,11
63401,14,11
64393,14,11
65183,14,11
64005,15,11
64443,15,11
62577,15,11
62921,16,11
61085,16,11
61367,16,11
64284,12,12
65496,12,12
64882,12,12
64138,13,12
63962,13,12
63688,13,12
61782,14,12
63821,14,12
62757,14,12
61295,15,12
59669,15,12
59039,15,12
60346,16,12
57351,16,12
60407,16,12
61188,13,13
59593,13,13
59417,13,13
48771,14,13
53593,14,13
51560,14,13
51339,15,13
51031,15,13
46339,15,13
52902,16,13
42481,16,13
51278,16,13
47861,14,14
51820,14,14
49833,14,14
50128,15,14
49688,15,14
44729,15,14
50828,16,14
41727,16,14
49465,16,14
61808,15,15
61910,15,15
61622,15,15
61733,16,15
58894,16,15
60720,16,15
62513,16,16
60166,16,16
61777,16,16
58885,1,1
58885,1,1
58885,1,1
58885,1,1
58885,1,1
58885,1,1
58885,1,1
64204.6666666667,2,1
64204.6666666667,2,1
64204.6666666667,2,1
64204.6666666667,2,1
64204.6666666667,2,1
64204.6666666667,2,1
64204.6666666667,2,1
58569.3333333333,3,1
58569.3333333333,3,1
58569.3333333333,3,1
58569.3333333333,3,1
58569.3333333333,3,1
58569.3333333333,3,1
58569.3333333333,3,1
66639.3333333333,4,1
66639.3333333333,4,1
66639.3333333333,4,1
66639.3333333333,4,1
66639.3333333333,4,1
66639.3333333333,4,1
66639.3333333333,4,1
66814,5,1
66814,5,1
66814,5,1
66814,5,1
66814,5,1
66814,5,1
66814,5,1
65592.3333333333,6,1
65592.3333333333,6,1
65592.3333333333,6,1
65592.3333333333,6,1
65592.3333333333,6,1
65592.3333333333,6,1
65592.3333333333,6,1
65320,7,1
65320,7,1
65320,7,1
65320,7,1
65320,7,1
65320,7,1
65320,7,1
65500,8,1
65500,8,1
65500,8,1
65500,8,1
65500,8,1
65500,8,1
65500,8,1
65339.3333333333,9,1
65339.3333333333,9,1
65339.3333333333,9,1
65339.3333333333,9,1
65339.3333333333,9,1
65339.3333333333,9,1
65339.3333333333,9,1
64987.3333333333,10,1
64987.3333333333,10,1
64987.3333333333,10,1
64987.3333333333,10,1
64987.3333333333,10,1
64987.3333333333,10,1
64987.3333333333,10,1
65330,11,1
65330,11,1
65330,11,1
65330,11,1
65330,11,1
65330,11,1
65330,11,1
64795.6666666667,12,1
64795.6666666667,12,1
64795.6666666667,12,1
64795.6666666667,12,1
64795.6666666667,12,1
64795.6666666667,12,1
64795.6666666667,12,1
60439.3333333333,13,1
60439.3333333333,13,1
60439.3333333333,13,1
60439.3333333333,13,1
60439.3333333333,13,1
60439.3333333333,13,1
60439.3333333333,13,1
51439.6666666667,14,1
51439.6666666667,14,1
51439.6666666667,14,1
51439.6666666667,14,1
51439.6666666667,14,1
51439.6666666667,14,1
51439.6666666667,14,1
49877,15,1
49877,15,1
49877,15,1
49877,15,1
49877,15,1
49877,15,1
49877,15,1
49083.6666666667,16,1
49083.6666666667,16,1
49083.6666666667,16,1
49083.6666666667,16,1
49083.6666666667,16,1
49083.6666666667,16,1
49083.6666666667,16,1
64983.3333333333,2,2
64983.3333333333,2,2
64983.3333333333,2,2
64983.3333333333,2,2
64983.3333333333,2,2
64983.3333333333,2,2
64983.3333333333,2,2
58481,3,2
58481,3,2
58481,3,2
58481,3,2
58481,3,2
58481,3,2
58481,3,2
65967,4,2
65967,4,2
65967,4,2
65967,4,2
65967,4,2
65967,4,2
65967,4,2
66328,5,2
66328,5,2
66328,5,2
66328,5,2
66328,5,2
66328,5,2
66328,5,2
64496.3333333333,6,2
64496.3333333333,6,2
64496.3333333333,6,2
64496.3333333333,6,2
64496.3333333333,6,2
64496.3333333333,6,2
64496.3333333333,6,2
64115.6666666667,7,2
64115.6666666667,7,2
64115.6666666667,7,2
64115.6666666667,7,2
64115.6666666667,7,2
64115.6666666667,7,2
64115.6666666667,7,2
64731.3333333333,8,2
64731.3333333333,8,2
64731.3333333333,8,2
64731.3333333333,8,2
64731.3333333333,8,2
64731.3333333333,8,2
64731.3333333333,8,2
64634.3333333333,9,2
64634.3333333333,9,2
64634.3333333333,9,2
64634.3333333333,9,2
64634.3333333333,9,2
64634.3333333333,9,2
64634.3333333333,9,2
64698.6666666667,10,2
64698.6666666667,10,2
64698.6666666667,10,2
64698.6666666667,10,2
64698.6666666667,10,2
64698.6666666667,10,2
64698.6666666667,10,2
65239.6666666667,11,2
65239.6666666667,11,2
65239.6666666667,11,2
65239.6666666667,11,2
65239.6666666667,11,2
65239.6666666667,11,2
65239.6666666667,11,2
64003.3333333333,12,2
64003.3333333333,12,2
64003.3333333333,12,2
64003.3333333333,12,2
64003.3333333333,12,2
64003.3333333333,12,2
64003.3333333333,12,2
59886.3333333333,13,2
59886.3333333333,13,2
59886.3333333333,13,2
59886.3333333333,13,2
59886.3333333333,13,2
59886.3333333333,13,2
59886.3333333333,13,2
50549,14,2
50549,14,2
50549,14,2
50549,14,2
50549,14,2
50549,14,2
50549,14,2
49185,15,2
49185,15,2
49185,15,2
49185,15,2
49185,15,2
49185,15,2
49185,15,2
47611.3333333333,16,2
47611.3333333333,16,2
47611.3333333333,16,2
47611.3333333333,16,2
47611.3333333333,16,2
47611.3333333333,16,2
47611.3333333333,16,2
57564.3333333333,3,3
57564.3333333333,3,3
57564.3333333333,3,3
57564.3333333333,3,3
57564.3333333333,3,3
57564.3333333333,3,3
57564.3333333333,3,3
65472,4,3
65472,4,3
65472,4,3
65472,4,3
65472,4,3
65472,4,3
65472,4,3
65987.3333333333,5,3
65987.3333333333,5,3
65987.3333333333,5,3
65987.3333333333,5,3
65987.3333333333,5,3
65987.3333333333,5,3
65987.3333333333,5,3
63924.6666666667,6,3
63924.6666666667,6,3
63924.6666666667,6,3
63924.6666666667,6,3
63924.6666666667,6,3
63924.6666666667,6,3
63924.6666666667,6,3
63725.6666666667,7,3
63725.6666666667,7,3
63725.6666666667,7,3
63725.6666666667,7,3
63725.6666666667,7,3
63725.6666666667,7,3
63725.6666666667,7,3
64560.3333333333,8,3
64560.3333333333,8,3
64560.3333333333,8,3
64560.3333333333,8,3
64560.3333333333,8,3
64560.3333333333,8,3
64560.3333333333,8,3
64531,9,3
64531,9,3
64531,9,3
64531,9,3
64531,9,3
64531,9,3
64531,9,3
63771,10,3
63771,10,3
63771,10,3
63771,10,3
63771,10,3
63771,10,3
63771,10,3
63966.6666666667,11,3
63966.6666666667,11,3
63966.6666666667,11,3
63966.6666666667,11,3
63966.6666666667,11,3
63966.6666666667,11,3
63966.6666666667,11,3
63176.3333333333,12,3
63176.3333333333,12,3
63176.3333333333,12,3
63176.3333333333,12,3
63176.3333333333,12,3
63176.3333333333,12,3
63176.3333333333,12,3
58892,13,3
58892,13,3
58892,13,3
58892,13,3
58892,13,3
58892,13,3
58892,13,3
49648.6666666667,14,3
49648.6666666667,14,3
49648.6666666667,14,3
49648.6666666667,14,3
49648.6666666667,14,3
49648.6666666667,14,3
49648.6666666667,14,3
48346,15,3
48346,15,3
48346,15,3
48346,15,3
48346,15,3
48346,15,3
48346,15,3
47283,16,3
47283,16,3
47283,16,3
47283,16,3
47283,16,3
47283,16,3
47283,16,3
62616.3333333333,4,4
62616.3333333333,4,4
62616.3333333333,4,4
62616.3333333333,4,4
62616.3333333333,4,4
62616.3333333333,4,4
62616.3333333333,4,4
63031.6666666667,5,4
63031.6666666667,5,4
63031.6666666667,5,4
63031.6666666667,5,4
63031.6666666667,5,4
63031.6666666667,5,4
63031.6666666667,5,4
62274.3333333333,6,4
62274.3333333333,6,4
62274.3333333333,6,4
62274.3333333333,6,4
62274.3333333333,6,4
62274.3333333333,6,4
62274.3333333333,6,4
61946.6666666667,7,4
61946.6666666667,7,4
61946.6666666667,7,4
61946.6666666667,7,4
61946.6666666667,7,4
61946.6666666667,7,4
61946.6666666667,7,4
62649.3333333333,8,4
62649.3333333333,8,4
62649.3333333333,8,4
62649.3333333333,8,4
62649.3333333333,8,4
62649.3333333333,8,4
62649.3333333333,8,4
62279,9,4
62279,9,4
62279,9,4
62279,9,4
62279,9,4
62279,9,4
62279,9,4
62532,10,4
62532,10,4
62532,10,4
62532,10,4
62532,10,4
62532,10,4
62532,10,4
62133.6666666667,11,4
62133.6666666667,11,4
62133.6666666667,11,4
62133.6666666667,11,4
62133.6666666667,11,4
62133.6666666667,11,4
62133.6666666667,11,4
61718.3333333333,12,4
61718.3333333333,12,4
61718.3333333333,12,4
61718.3333333333,12,4
61718.3333333333,12,4
61718.3333333333,12,4
61718.3333333333,12,4
57907,13,4
57907,13,4
57907,13,4
57907,13,4
57907,13,4
57907,13,4
57907,13,4
49323,14,4
49323,14,4
49323,14,4
49323,14,4
49323,14,4
49323,14,4
49323,14,4
48332.6666666667,15,4
48332.6666666667,15,4
48332.6666666667,15,4
48332.6666666667,15,4
48332.6666666667,15,4
48332.6666666667,15,4
48332.6666666667,15,4
47038,16,4
47038,16,4
47038,16,4
47038,16,4
47038,16,4
47038,16,4
47038,16,4
65256.3333333333,5,5
65256.3333333333,5,5
65256.3333333333,5,5
65256.3333333333,5,5
65256.3333333333,5,5
65256.3333333333,5,5
65256.3333333333,5,5
65687.3333333333,6,5
65687.3333333333,6,5
65687.3333333333,6,5
65687.3333333333,6,5
65687.3333333333,6,5
65687.3333333333,6,5
65687.3333333333,6,5
65538,7,5
65538,7,5
65538,7,5
65538,7,5
65538,7,5
65538,7,5
65538,7,5
65458.3333333333,8,5
65458.3333333333,8,5
65458.3333333333,8,5
65458.3333333333,8,5
65458.3333333333,8,5
65458.3333333333,8,5
65458.3333333333,8,5
65074,9,5
65074,9,5
65074,9,5
65074,9,5
65074,9,5
65074,9,5
65074,9,5
65391.6666666667,10,5
65391.6666666667,10,5
65391.6666666667,10,5
65391.6666666667,10,5
65391.6666666667,10,5
65391.6666666667,10,5
65391.6666666667,10,5
64555.6666666667,11,5
64555.6666666667,11,5
64555.6666666667,11,5
64555.6666666667,11,5
64555.6666666667,11,5
64555.6666666667,11,5
64555.6666666667,11,5
64567.3333333333,12,5
64567.3333333333,12,5
64567.3333333333,12,5
64567.3333333333,12,5
64567.3333333333,12,5
64567.3333333333,12,5
64567.3333333333,12,5
63218.6666666667,13,5
63218.6666666667,13,5
63218.6666666667,13,5
63218.6666666667,13,5
63218.6666666667,13,5
63218.6666666667,13,5
63218.6666666667,13,5
60873.3333333333,14,5
60873.3333333333,14,5
60873.3333333333,14,5
60873.3333333333,14,5
60873.3333333333,14,5
60873.3333333333,14,5
60873.3333333333,14,5
60183.6666666667,15,5
60183.6666666667,15,5
60183.6666666667,15,5
60183.6666666667,15,5
60183.6666666667,15,5
60183.6666666667,15,5
60183.6666666667,15,5
59462,16,5
59462,16,5
59462,16,5
59462,16,5
59462,16,5
59462,16,5
59462,16,5
64562.3333333333,6,6
64562.3333333333,6,6
64562.3333333333,6,6
64562.3333333333,6,6
64562.3333333333,6,6
64562.3333333333,6,6
64562.3333333333,6,6
64280,7,6
64280,7,6
64280,7,6
64280,7,6
64280,7,6
64280,7,6
64280,7,6
64966.3333333333,8,6
64966.3333333333,8,6
64966.3333333333,8,6
64966.3333333333,8,6
64966.3333333333,8,6
64966.3333333333,8,6
64966.3333333333,8,6
64132.3333333333,9,6
64132.3333333333,9,6
64132.3333333333,9,6
64132.3333333333,9,6
64132.3333333333,9,6
64132.3333333333,9,6
64132.3333333333,9,6
64155.3333333333,10,6
64155.3333333333,10,6
64155.3333333333,10,6
64155.3333333333,10,6
64155.3333333333,10,6
64155.3333333333,10,6
64155.3333333333,10,6
63918,11,6
63918,11,6
63918,11,6
63918,11,6
63918,11,6
63918,11,6
63918,11,6
63508,12,6
63508,12,6
63508,12,6
63508,12,6
63508,12,6
63508,12,6
63508,12,6
59430.3333333333,13,6
59430.3333333333,13,6
59430.3333333333,13,6
59430.3333333333,13,6
59430.3333333333,13,6
59430.3333333333,13,6
59430.3333333333,13,6
50500.6666666667,14,6
50500.6666666667,14,6
50500.6666666667,14,6
50500.6666666667,14,6
50500.6666666667,14,6
50500.6666666667,14,6
50500.6666666667,14,6
48476,15,6
48476,15,6
48476,15,6
48476,15,6
48476,15,6
48476,15,6
48476,15,6
48176.6666666667,16,6
48176.6666666667,16,6
48176.6666666667,16,6
48176.6666666667,16,6
48176.6666666667,16,6
48176.6666666667,16,6
48176.6666666667,16,6
63979.6666666667,7,7
63979.6666666667,7,7
63979.6666666667,7,7
63979.6666666667,7,7
63979.6666666667,7,7
63979.6666666667,7,7
63979.6666666667,7,7
63950,8,7
63950,8,7
63950,8,7
63950,8,7
63950,8,7
63950,8,7
63950,8,7
64033.3333333333,9,7
64033.3333333333,9,7
64033.3333333333,9,7
64033.3333333333,9,7
64033.3333333333,9,7
64033.3333333333,9,7
64033.3333333333,9,7
63044.3333333333,10,7
63044.3333333333,10,7
63044.3333333333,10,7
63044.3333333333,10,7
63044.3333333333,10,7
63044.3333333333,10,7
63044.3333333333,10,7
62942.6666666667,11,7
62942.6666666667,11,7
62942.6666666667,11,7
62942.6666666667,11,7
62942.6666666667,11,7
62942.6666666667,11,7
62942.6666666667,11,7
61495.6666666667,12,7
61495.6666666667,12,7
61495.6666666667,12,7
61495.6666666667,12,7
61495.6666666667,12,7
61495.6666666667,12,7
61495.6666666667,12,7
62264,13,7
62264,13,7
62264,13,7
62264,13,7
62264,13,7
62264,13,7
62264,13,7
62091.6666666667,14,7
62091.6666666667,14,7
62091.6666666667,14,7
62091.6666666667,14,7
62091.6666666667,14,7
62091.6666666667,14,7
62091.6666666667,14,7
61387.3333333333,15,7
61387.3333333333,15,7
61387.3333333333,15,7
61387.3333333333,15,7
61387.3333333333,15,7
61387.3333333333,15,7
61387.3333333333,15,7
59983.6666666667,16,7
59983.6666666667,16,7
59983.6666666667,16,7
59983.6666666667,16,7
59983.6666666667,16,7
59983.6666666667,16,7
59983.6666666667,16,7
65989.3333333333,8,8
65989.3333333333,8,8
65989.3333333333,8,8
65989.3333333333,8,8
65989.3333333333,8,8
65989.3333333333,8,8
65989.3333333333,8,8
65155.6666666667,9,8
65155.6666666667,9,8
65155.6666666667,9,8
65155.6666666667,9,8
65155.6666666667,9,8
65155.6666666667,9,8
65155.6666666667,9,8
64955.6666666667,10,8
64955.6666666667,10,8
64955.6666666667,10,8
64955.6666666667,10,8
64955.6666666667,10,8
64955.6666666667,10,8
64955.6666666667,10,8
64423.3333333333,11,8
64423.3333333333,11,8
64423.3333333333,11,8
64423.3333333333,11,8
64423.3333333333,11,8
64423.3333333333,11,8
64423.3333333333,11,8
63436.6666666667,12,8
63436.6666666667,12,8
63436.6666666667,12,8
63436.6666666667,12,8
63436.6666666667,12,8
63436.6666666667,12,8
63436.6666666667,12,8
63993.3333333333,13,8
63993.3333333333,13,8
63993.3333333333,13,8
63993.3333333333,13,8
63993.3333333333,13,8
63993.3333333333,13,8
63993.3333333333,13,8
62996,14,8
62996,14,8
62996,14,8
62996,14,8
62996,14,8
62996,14,8
62996,14,8
61657.3333333333,15,8
61657.3333333333,15,8
61657.3333333333,15,8
61657.3333333333,15,8
61657.3333333333,15,8
61657.3333333333,15,8
61657.3333333333,15,8
62105,16,8
62105,16,8
62105,16,8
62105,16,8
62105,16,8
62105,16,8
62105,16,8
64183,9,9
64183,9,9
64183,9,9
64183,9,9
64183,9,9
64183,9,9
64183,9,9
63833.6666666667,10,9
63833.6666666667,10,9
63833.6666666667,10,9
63833.6666666667,10,9
63833.6666666667,10,9
63833.6666666667,10,9
63833.6666666667,10,9
63061,11,9
63061,11,9
63061,11,9
63061,11,9
63061,11,9
63061,11,9
63061,11,9
62495.3333333333,12,9
62495.3333333333,12,9
62495.3333333333,12,9
62495.3333333333,12,9
62495.3333333333,12,9
62495.3333333333,12,9
62495.3333333333,12,9
63640.6666666667,13,9
63640.6666666667,13,9
63640.6666666667,13,9
63640.6666666667,13,9
63640.6666666667,13,9
63640.6666666667,13,9
63640.6666666667,13,9
62944,14,9
62944,14,9
62944,14,9
62944,14,9
62944,14,9
62944,14,9
62944,14,9
62560,15,9
62560,15,9
62560,15,9
62560,15,9
62560,15,9
62560,15,9
62560,15,9
61376.3333333333,16,9
61376.3333333333,16,9
61376.3333333333,16,9
61376.3333333333,16,9
61376.3333333333,16,9
61376.3333333333,16,9
61376.3333333333,16,9
64247.3333333333,10,10
64247.3333333333,10,10
64247.3333333333,10,10
64247.3333333333,10,10
64247.3333333333,10,10
64247.3333333333,10,10
64247.3333333333,10,10
64681.3333333333,11,10
64681.3333333333,11,10
64681.3333333333,11,10
64681.3333333333,11,10
64681.3333333333,11,10
64681.3333333333,11,10
64681.3333333333,11,10
64229.6666666667,12,10
64229.6666666667,12,10
64229.6666666667,12,10
64229.6666666667,12,10
64229.6666666667,12,10
64229.6666666667,12,10
64229.6666666667,12,10
62853.6666666667,13,10
62853.6666666667,13,10
62853.6666666667,13,10
62853.6666666667,13,10
62853.6666666667,13,10
62853.6666666667,13,10
62853.6666666667,13,10
62802,14,10
62802,14,10
62802,14,10
62802,14,10
62802,14,10
62802,14,10
62802,14,10
62235.6666666667,15,10
62235.6666666667,15,10
62235.6666666667,15,10
62235.6666666667,15,10
62235.6666666667,15,10
62235.6666666667,15,10
62235.6666666667,15,10
61274.3333333333,16,10
61274.3333333333,16,10
61274.3333333333,16,10
61274.3333333333,16,10
61274.3333333333,16,10
61274.3333333333,16,10
61274.3333333333,16,10
65386.6666666667,11,11
65386.6666666667,11,11
65386.6666666667,11,11
65386.6666666667,11,11
65386.6666666667,11,11
65386.6666666667,11,11
65386.6666666667,11,11
65178,12,11
65178,12,11
65178,12,11
65178,12,11
65178,12,11
65178,12,11
65178,12,11
65182.3333333333,13,11
65182.3333333333,13,11
65182.3333333333,13,11
65182.3333333333,13,11
65182.3333333333,13,11
65182.3333333333,13,11
65182.3333333333,13,11
64325.6666666667,14,11
64325.6666666667,14,11
64325.6666666667,14,11
64325.6666666667,14,11
64325.6666666667,14,11
64325.6666666667,14,11
64325.6666666667,14,11
63675,15,11
63675,15,11
63675,15,11
63675,15,11
63675,15,11
63675,15,11
63675,15,11
61791,16,11
61791,16,11
61791,16,11
61791,16,11
61791,16,11
61791,16,11
61791,16,11
64887.3333333333,12,12
64887.3333333333,12,12
64887.3333333333,12,12
64887.3333333333,12,12
64887.3333333333,12,12
64887.3333333333,12,12
64887.3333333333,12,12
63929.3333333333,13,12
63929.3333333333,13,12
63929.3333333333,13,12
63929.3333333333,13,12
63929.3333333333,13,12
63929.3333333333,13,12
63929.3333333333,13,12
62786.6666666667,14,12
62786.6666666667,14,12
62786.6666666667,14,12
62786.6666666667,14,12
62786.6666666667,14,12
62786.6666666667,14,12
62786.6666666667,14,12
60001,15,12
60001,15,12
60001,15,12
60001,15,12
60001,15,12
60001,15,12
60001,15,12
59368,16,12
59368,16,12
59368,16,12
59368,16,12
59368,16,12
59368,16,12
59368,16,12
60066,13,13
60066,13,13
60066,13,13
60066,13,13
60066,13,13
60066,13,13
60066,13,13
51308,14,13
51308,14,13
51308,14,13
51308,14,13
51308,14,13
51308,14,13
51308,14,13
49569.6666666667,15,13
49569.6666666667,15,13
49569.6666666667,15,13
49569.6666666667,15,13
49569.6666666667,15,13
49569.6666666667,15,13
49569.6666666667,15,13
48887,16,13
48887,16,13
48887,16,13
48887,16,13
48887,16,13
48887,16,13
48887,16,13
49838,14,14
49838,14,14
49838,14,14
49838,14,14
49838,14,14
49838,14,14
49838,14,14
48181.6666666667,15,14
48181.6666666667,15,14
48181.6666666667,15,14
48181.6666666667,15,14
48181.6666666667,15,14
48181.6666666667,15,14
48181.6666666667,15,14
47340,16,14
47340,16,14
47340,16,14
47340,16,14
47340,16,14
47340,16,14
47340,16,14
61780,15,15
61780,15,15
61780,15,15
61780,15,15
61780,15,15
61780,15,15
61780,15,15
60449,16,15
60449,16,15
60449,16,15
60449,16,15
60449,16,15
60449,16,15
60449,16,15
61485.3333333333,16,16
61485.3333333333,16,16
61485.3333333333,16,16
61485.3333333333,16,16
61485.3333333333,16,16
61485.3333333333,16,16
61485.3333333333,16,16
