instanceID,sysbench,ycruncher,pgbench,iperf,setId,tenants
i-08559b79281547ef2,8.77508319755555,6.32233066033333,129962,1040.6,42,42
i-08e70b514c8c3cd5a,9.04319845311111,6.12747714255555,129051.666666666,969.4,42,42
i-08ff78a502245298a,8.77759212911111,6.14288070466666,129708,1017.9,42,42
i-095d06d26dd29ecec,8.77617324711111,6.34249854099999,130282.333333333,1322,42,42
i-0977cb2af690d36fd,9.04530734477777,6.09328100422222,130786.333333333,1323.2,42,42
i-09c658651b17c197e,9.04201086355555,6.38393314666666,127542.666666666,1253.1,42,42
i-0b138e3642a677559,8.78127156355555,6.16229907688888,128529,1270.3,42,42
i-0b3a38b18367faa71,8.77356849777777,6.117489126,127792.333333333,1384.3,42,42
i-0ba417327f988ba2b,8.77775772411111,6.36322612222222,128760,1873.7,42,42
i-0bfaa8f4e041c36fa,8.776145617,6.378285726,129388,1124.8,42,42
i-0c3e9f9e7b281edfe,8.77522653988889,6.36577275055555,131040.333333333,962.3,42,42
i-0cc4b604b837f69d9,8.77456710066666,6.08844555733333,128994.333333333,1171.8,42,42
i-0d136c81f43ce8a29,9.04187983933333,6.15637230877777,128920.333333333,1177.6,42,42
i-0d1c421d52c368b29,9.04417551888889,6.36861713733333,128613.666666666,1070.9,42,42
i-0d44050a4e6a71d7c,8.77559841988888,6.38430587444444,129195,1388.1,42,42
i-0d6feb91baa545931,9.04135860355555,6.13906298744444,128305,1329.1,42,42
i-0dcfa6d3bc470d28d,8.77692598766666,6.12327477677777,130935,947.2,42,42
i-0e167bbfcd6a685f5,9.04181030066666,6.35973856166666,128708.333333333,1355,42,42
i-0ede59d8254436a40,9.03981041922222,6.17566243811111,129901,1277,42,42
i-0f285214d5c41327e,9.03991140266666,6.336406284,128836.333333333,1281,42,42
i-0f472084ac3992ad9,9.04742868755555,6.35003126988888,131530.666666666,1536,42,42
i-0009b7735dea24732,9.04494187577777,6.10798403966666,128912,1099.1,41,41
i-002f7e27ea3e0bc1c,8.78281897966666,6.16848436988888,133162,1537.7,41,41
i-007e12c9530b8cdea,9.04188150833333,6.16118621822222,132339.666666666,938.6,41,41
i-008e6f72c7403b5d3,8.77649845011111,6.10621905322222,129400.666666666,1342.3,41,41
i-00ba7a56c944e5a25,8.77785234977778,6.33311965733333,128595.333333333,1889.2,41,41
i-00d71d40b42658392,8.77551833788889,6.109915124,134312.333333333,1000.1,41,41
i-01f539b055c2a5d34,9.04511054355555,6.10128508677777,129307.666666666,1085.4,41,41
i-0243a74ede206f760,8.77620657277777,6.13328064799999,128764.666666666,953.3,41,41
i-02ca0e36a4acaf9fc,8.77802480599999,6.14519961666666,127420.666666666,1674.8,41,41
i-048c3c6548c1a414a,8.78231241955555,6.30628983188888,128253.333333333,1436.5,41,41
i-0507566c757134fb6,9.04055028511111,6.27313711911111,134490.333333333,1493.1,41,41
i-067b2519b614c8f9d,9.04352659655555,6.14935607377777,133729,1462.5,41,41
i-06b96f53253b4cc2e,9.04415694866666,6.33014159722222,134542,1609.3,41,41
i-07379900fe80899d6,8.77670735788889,6.44186883511111,127507,983.3,41,41
i-0763ab86e85627573,9.04580516288889,6.33279633522222,119498,1524.1,41,41
i-07998976f194caa97,9.04205542144444,6.12701627944444,133724.333333333,1353.3,41,41
i-07be1c77f6fdf8eda,9.04437377722222,6.31465954255555,134614,1374.4,41,41
i-07c76ac1348426483,9.04165146099999,6.30976671644444,126462.666666666,1060.6,41,41
i-0837f0f6a7a42ac68,8.77771099411111,6.32594913911111,128777.333333333,1341.1,41,41
i-084caea7d9c000ba9,9.043601301,6.354876015,132650.666666666,899.4,41,41
i-08559b79281547ef2,8.77702199077777,6.29051905233333,134507.666666666,1058.2,41,41
i-08e70b514c8c3cd5a,9.04640473277777,6.12097655388888,129377.666666666,1060.9,41,41
i-08ff78a502245298a,8.77656828022222,6.14086114044444,129347,918.5,41,41
i-095d06d26dd29ecec,8.77627378033333,6.31174519333333,134774.666666666,1299.4,41,41
i-0977cb2af690d36fd,9.04379399622222,6.09107274477777,130667.333333333,1286.6,41,41
i-09c658651b17c197e,9.04335167677778,6.35305907966666,127380.666666666,1422.3,41,41
i-0b138e3642a677559,8.78188225966666,6.11203532744444,133135.333333333,1200.2,41,41
i-0b3a38b18367faa71,8.77575082233333,6.07532678722222,127935,1047.8,41,41
i-0ba417327f988ba2b,8.77972674366666,6.30698145766666,133640.666666666,1901.8,41,41
i-0bfaa8f4e041c36fa,8.77726952233333,6.344798194,133810.333333333,985.1,41,41
i-0c3e9f9e7b281edfe,8.77586597866666,6.32445353933333,130919.666666666,1019.8,41,41
i-0cc4b604b837f69d9,8.77472673522222,6.13996664688888,133057.666666666,1363.3,41,41
i-0d136c81f43ce8a29,9.04449436388889,6.17798569477777,128609.666666666,1336.9,41,41
i-0d1c421d52c368b29,9.04427541633333,6.33908571144444,133060,1084.1,41,41
i-0d44050a4e6a71d7c,8.77602412955555,6.32270309677777,133614,1334,41,41
i-0d6feb91baa545931,9.04332449688888,6.11119151111111,132496.333333333,1041.2,41,41
i-0dcfa6d3bc470d28d,8.77761967988889,6.10097191055555,135492.666666666,1030.7,41,41
i-0e167bbfcd6a685f5,9.04395212066666,6.32899713522222,128984,1485.3,41,41
i-0ede59d8254436a40,9.04281343355555,6.10018375188888,129887.333333333,1204.8,41,41
i-0f285214d5c41327e,9.04179072377777,6.31948055155555,128839.666666666,1456.8,41,41
i-0f472084ac3992ad9,9.04779937533333,6.30626845355555,135533.666666666,1491.7,41,41
i-0009b7735dea24732,8.77697841322222,6.10441705888888,128812.666666666,1392.9,40,40
i-002f7e27ea3e0bc1c,8.77828990077777,6.170280589,134613.333333333,1493.9,40,40
i-007e12c9530b8cdea,8.77580234733333,6.11246977911111,133880.666666666,1025.9,40,40
i-008e6f72c7403b5d3,8.77670097355555,6.26492296344444,129945.333333333,1421.9,40,40
i-00ba7a56c944e5a25,8.77907082766666,6.15129105255555,129103.666666666,1964.1,40,40
i-00d71d40b42658392,8.77630151644444,6.12765484388889,135872.333333333,1262,40,40
i-01f539b055c2a5d34,8.77636390255555,6.13939401833333,129517.666666666,1047.5,40,40
i-0243a74ede206f760,8.77801042133333,6.15345268766666,128893.666666666,1140.4,40,40
i-02ca0e36a4acaf9fc,8.78110557133333,6.171858761,127740.666666666,1804.7,40,40
i-048c3c6548c1a414a,8.77868350344444,6.16311995177777,128519.333333333,1467.9,40,40
i-0507566c757134fb6,8.77752285533333,6.14710773366666,135838.666666666,1309.4,40,40
i-067b2519b614c8f9d,8.77677838011111,6.15450127922222,135161.666666666,1320.1,40,40
i-06b96f53253b4cc2e,8.77999623622222,6.20102228055555,135622.666666666,1414.8,40,40
i-07379900fe80899d6,8.77775054499999,6.175489929,128010.333333333,1112.2,40,40
i-0763ab86e85627573,8.77830002044444,6.22151396011111,120183,1281.6,40,40
i-07998976f194caa97,8.77751859033333,6.15280429522222,135769.666666666,1355.7,40,40
i-07be1c77f6fdf8eda,8.77832685566666,6.14134467977777,135702.666666666,1201.6,40,40
i-07c76ac1348426483,8.77787423122222,6.16556037799999,126977,1062.5,40,40
i-0837f0f6a7a42ac68,8.77912031266666,6.175038735,129069.666666666,1441.6,40,40
i-084caea7d9c000ba9,8.77817050622222,6.19167078855555,134318,1060.1,40,40
i-08559b79281547ef2,8.77627688,6.12478044288888,135954,1195.5,40,40
i-08e70b514c8c3cd5a,8.77998055366666,6.14729690544444,129217,1155.3,40,40
i-08ff78a502245298a,8.77574078222222,6.15164465366666,129258.333333333,1080.6,40,40
i-095d06d26dd29ecec,8.77800517622222,6.07766352755555,136608,1458.5,40,40
i-0977cb2af690d36fd,8.77923271388888,6.174822463,130775.333333333,1564.7,40,40
i-09c658651b17c197e,8.77704861455555,6.17595280522222,127566.666666666,1339,40,40
i-0b138e3642a677559,8.78298115722222,6.13347276066666,134611.333333333,1280.6,40,40
i-0b3a38b18367faa71,8.77455761711111,6.10265376822222,128298.666666666,1881.3,40,40
i-0ba417327f988ba2b,8.78164352311111,6.14655356933333,134930.666666666,1040.9,40,40
i-0bfaa8f4e041c36fa,8.78034244644444,6.19372971855555,135057,1111.7,40,40
i-0c3e9f9e7b281edfe,8.77484083177777,6.15792091677777,131236,1268.2,40,40
i-0cc4b604b837f69d9,8.77659530088889,6.10931921022222,134916.333333333,1399.4,40,40
i-0d136c81f43ce8a29,8.77801511033333,6.21548416877777,128808.666666666,1138.7,40,40
i-0d1c421d52c368b29,8.77883794566666,6.16653792066666,134423.666666666,1428.4,40,40
i-0d44050a4e6a71d7c,8.78048732533333,6.14626794388888,134652.333333333,1130.5,40,40
i-0d6feb91baa545931,8.77825996622222,6.14064187466666,134441.333333333,1140,40,40
i-0dcfa6d3bc470d28d,8.779330545,6.14587100366666,136930.666666666,1348.9,40,40
i-0e167bbfcd6a685f5,8.77871841855555,6.14768632244444,128994,1176.4,40,40
i-0ede59d8254436a40,8.77998712333333,6.11177073588888,130112.666666666,1262.4,40,40
i-0f285214d5c41327e,8.77176615933333,6.15784968288888,129346.333333333,1477.9,40,40
i-0009b7735dea24732,8.7799263001111,6.10567484955555,129295.333333333,1567,39,39
i-002f7e27ea3e0bc1c,8.77663713022222,6.17422045588888,136431.333333333,1464.1,39,39
i-007e12c9530b8cdea,8.77525472644444,6.17124244911111,135389,999.9,39,39
i-008e6f72c7403b5d3,8.77877057933333,6.11836780433333,130003,1357.9,39,39
i-00ba7a56c944e5a25,8.77671353033333,6.10588961188888,128816,1923.8,39,39
i-00d71d40b42658392,8.77489259522222,6.21214360666666,137129.666666666,1171.4,39,39
i-01f539b055c2a5d34,8.77759228822222,6.12131304211111,129163.666666666,1060,39,39
i-0243a74ede206f760,8.77652753722222,6.16740573766666,129068.666666666,1114.6,39,39
i-02ca0e36a4acaf9fc,8.77708188677777,6.18063399511111,127553,1762.2,39,39
i-048c3c6548c1a414a,8.77921324322222,6.07409024233333,128213.666666666,1380.5,39,39
i-0507566c757134fb6,8.77733763055555,6.05305714088889,137146,1560.8,39,39
i-067b2519b614c8f9d,8.77807781433333,6.11432872877777,136279.333333333,1472.6,39,39
i-06b96f53253b4cc2e,8.77846105888889,6.10224029766666,137324.666666666,1313.8,39,39
i-07379900fe80899d6,8.77592288133333,6.08745630577777,127689.666666666,1280.5,39,39
i-0763ab86e85627573,8.77572147044444,6.11675990955555,120132,1177.1,39,39
i-07998976f194caa97,8.77855475744444,6.17187600666666,136712.666666666,1484.1,39,39
i-07be1c77f6fdf8eda,8.777897305,6.09122154444444,138002,1604.4,39,39
i-07c76ac1348426483,8.77741519611111,6.06399618255555,126600.333333333,1235.4,39,39
i-0837f0f6a7a42ac68,8.77669835088888,6.11350072744444,129175,1371.6,39,39
i-084caea7d9c000ba9,8.77950644511111,6.14464362444444,136146.333333333,980.3,39,39
i-08559b79281547ef2,8.77764903177777,6.08415140044444,137406.666666666,994.1,39,39
i-08e70b514c8c3cd5a,8.77971339222222,6.16005738566666,129206.333333333,1116.9,39,39
i-08ff78a502245298a,8.77631963611111,6.14675108599999,129314.333333333,1305.6,39,39
i-0977cb2af690d36fd,8.77733551133333,6.18723040155555,130423.666666666,1517.3,39,39
i-09c658651b17c197e,8.77653670322222,6.15232502077777,127586.333333333,1579.8,39,39
i-0b138e3642a677559,8.78085449011111,6.14993831855555,136038.666666666,1510.8,39,39
i-0b3a38b18367faa71,8.77575254455555,6.10975056222222,127765.666666666,1804,39,39
i-0ba417327f988ba2b,8.77914322744444,6.11213631111111,136144,1128.1,39,39
i-0bfaa8f4e041c36fa,8.77428452166666,6.16585132811111,136281.666666666,1060.5,39,39
i-0c3e9f9e7b281edfe,8.77606354822222,6.11298722677777,130846.666666666,1417.1,39,39
i-0cc4b604b837f69d9,8.77321603555555,6.13312845766666,136080.333333333,1254.5,39,39
i-0d136c81f43ce8a29,8.77897540733333,6.14057411088888,128809,1163.8,39,39
i-0d1c421d52c368b29,8.77880006366666,6.09556171611111,135690,1348.9,39,39
i-0d44050a4e6a71d7c,8.77699740744444,6.08565515933333,136601.666666666,1226.7,39,39
i-0d6feb91baa545931,8.77879383811111,6.17063018988888,135785,1162.3,39,39
i-0dcfa6d3bc470d28d,8.77646361455555,6.11063928077777,138438,1288.3,39,39
i-0e167bbfcd6a685f5,8.779506074,6.10916452933333,128916,1303.4,39,39
i-0ede59d8254436a40,8.78090487577777,6.16964125633333,130116.333333333,1559,39,39
i-0f285214d5c41327e,8.77659667877778,6.07921171188888,129269.666666666,1489.4,39,39
i-0009b7735dea24732,8.78149255122222,6.17297662622222,129225.666666666,1479.5,38,38
i-002f7e27ea3e0bc1c,8.77611745733333,6.17349033888888,137573.333333333,1330.2,38,38
i-007e12c9530b8cdea,8.77485932244444,6.12381021188888,136620.666666666,1152.9,38,38
i-008e6f72c7403b5d3,8.77964946944444,6.121630907,130236.333333333,1544.4,38,38
i-00ba7a56c944e5a25,8.777330796,6.10237044744444,128871,1895.6,38,38
i-00d71d40b42658392,8.77464204366666,6.21540456366666,138641.333333333,1066.6,38,38
i-01f539b055c2a5d34,8.77582282499999,6.14270843411111,129400.666666666,1235.4,38,38
i-0243a74ede206f760,8.77711958366666,6.16190889166666,129180.666666666,1260.4,38,38
i-02ca0e36a4acaf9fc,8.77628895966666,6.21668895099999,127841.333333333,2045.1,38,38
i-048c3c6548c1a414a,8.7816210851111,6.03746337366666,128375,1512.2,38,38
i-0507566c757134fb6,8.77763867366666,6.04999213744444,138592,1522.1,38,38
i-067b2519b614c8f9d,8.77667397933333,6.15116543244444,137917,1335.4,38,38
i-06b96f53253b4cc2e,8.77894449222222,6.06612926055555,138651.333333333,1367.6,38,38
i-07379900fe80899d6,8.77468744911111,6.06262596444444,127766,1208.1,38,38
i-0763ab86e85627573,8.77575286211111,6.08259264633333,120087.666666666,1465.7,38,38
i-07998976f194caa97,8.77843499188888,6.22618341433333,138615,1513.8,38,38
i-07be1c77f6fdf8eda,8.77684134911111,6.07816415355555,139791.333333333,1822.3,38,38
i-07c76ac1348426483,8.77599265833333,6.13372511322222,127126.666666666,1240.7,38,38
i-0837f0f6a7a42ac68,8.77336764333333,6.17322225033333,129309,1291.5,38,38
i-084caea7d9c000ba9,8.77674550477777,6.10394520222222,137244,1153.6,38,38
i-08559b79281547ef2,8.776981301,6.04057632555555,138875,1369.7,38,38
i-08e70b514c8c3cd5a,8.77810772277778,6.16339188144444,129557.666666666,1058.2,38,38
i-08ff78a502245298a,8.77533268944444,6.17107579444444,129494.666666666,1116.7,38,38
i-0977cb2af690d36fd,8.77677358511111,6.11845339666666,130657.666666666,1245.3,38,38
i-09c658651b17c197e,8.77558279044444,6.08645420588888,127483.333333333,1720.1,38,38
i-0b138e3642a677559,8.77900820322222,6.15852067222222,137363,1618.5,38,38
i-0b3a38b18367faa71,8.77662799088888,6.11788786788888,128294.666666666,1247.3,38,38
i-0ba417327f988ba2b,8.78109995511111,6.06173314011111,138180.666666666,1139.5,38,38
i-0c3e9f9e7b281edfe,8.77600444688889,6.09503454633333,131184.333333333,1693.3,38,38
i-0cc4b604b837f69d9,8.77339922055555,6.15654354622222,137286.333333333,1510.3,38,38
i-0d136c81f43ce8a29,8.77597639277777,6.18588421088888,128875.666666666,1078.5,38,38
i-0d1c421d52c368b29,8.77613192144444,6.05903932788889,137329.333333333,1261.6,38,38
i-0d44050a4e6a71d7c,8.77532985477777,6.06290043722222,138250.666666666,971.7,38,38
i-0d6feb91baa545931,8.775210566,6.14185007422222,137077.666666666,1152.7,38,38
i-0dcfa6d3bc470d28d,8.776721557,6.16699753866666,139622.333333333,1542,38,38
i-0e167bbfcd6a685f5,8.77816067799999,6.06321390477777,128802.333333333,1459.5,38,38
i-0ede59d8254436a40,8.77773618688889,6.126998557,130113.666666666,1229.3,38,38
i-0f285214d5c41327e,8.77254552288888,6.04804833733333,129490,1265.1,38,38
i-0009b7735dea24732,8.77785163455555,6.10657869433333,133058.333333333,1463.6,37,37
i-002f7e27ea3e0bc1c,8.78133879755555,6.09870235099999,137769.333333333,1424.6,37,37
i-007e12c9530b8cdea,8.78014863866666,6.10813302466666,136527,1332,37,37
i-008e6f72c7403b5d3,8.77481754622222,6.08407110633333,134121.333333333,1668.4,37,37
i-00ba7a56c944e5a25,8.77634596833333,6.08494856611111,133328.666666666,2178.7,37,37
i-00d71d40b42658392,8.77414878222222,6.08869168488888,138568,1184.7,37,37
i-01f539b055c2a5d34,8.77837289711111,6.10352534722222,133128,1100,37,37
i-0243a74ede206f760,8.78075626177777,6.13455420066666,133148.666666666,1215,37,37
i-02ca0e36a4acaf9fc,8.77670497377777,6.10113901555555,131659.666666666,2104.9,37,37
i-048c3c6548c1a414a,8.78363588111111,6.07158255566666,132628.666666666,1273.8,37,37
i-0507566c757134fb6,8.77803407766666,6.07542745255555,138470,2005.2,37,37
i-067b2519b614c8f9d,8.78182858877777,6.094168822,138021.666666666,1315.9,37,37
i-06b96f53253b4cc2e,8.77822558066666,6.11593479577777,139193.333333333,1345.5,37,37
i-07379900fe80899d6,8.77712782211111,6.07702461877777,132294.666666666,1379.7,37,37
i-0763ab86e85627573,8.77774344544444,6.11916584433333,124053,1341.5,37,37
i-07998976f194caa97,8.77641465933333,6.13198346566666,138558.333333333,1216.3,37,37
i-07be1c77f6fdf8eda,8.77683382555555,6.07512813144444,139453,1300.3,37,37
i-07c76ac1348426483,8.78092612155555,6.07615152988888,131222.333333333,1117.2,37,37
i-0837f0f6a7a42ac68,8.77552514588888,6.05895614622222,133680.666666666,1308.8,37,37
i-084caea7d9c000ba9,8.78076195722222,6.10390170411111,137287.666666666,1220.4,37,37
i-08559b79281547ef2,8.78160998544444,6.05710927644444,138815.333333333,1113.1,37,37
i-08e70b514c8c3cd5a,8.78084699322222,6.09412002544444,134032,1181.6,37,37
i-08ff78a502245298a,8.77784842933333,6.08785163022222,133788.333333333,1230.5,37,37
i-0977cb2af690d36fd,8.77560716222222,6.07192222288888,134790.333333333,1534.4,37,37
i-09c658651b17c197e,8.77690264922222,6.099498219,132343.333333333,1784.2,37,37
i-0b138e3642a677559,8.77959863344444,6.11703766711111,137472,1866.7,37,37
i-0ba417327f988ba2b,8.77684407755555,6.12430246655555,137785.333333333,1233.9,37,37
i-0c3e9f9e7b281edfe,8.77819249344444,6.18899536133333,135315.666666666,1107,37,37
i-0cc4b604b837f69d9,8.77557078988888,6.09055346922222,137360.333333333,1880.6,37,37
i-0d136c81f43ce8a29,8.77680616911111,6.11061750522222,132821.333333333,1268.3,37,37
i-0d1c421d52c368b29,8.78125800022222,6.10987149355555,137117.666666666,1419.4,37,37
i-0d44050a4e6a71d7c,8.77639436722222,6.11120605455555,137733,1291.4,37,37
i-0d6feb91baa545931,8.77650562922222,6.09402844644444,137320,1311.1,37,37
i-0dcfa6d3bc470d28d,8.77648504566666,6.10479381377777,139548,1662.5,37,37
i-0e167bbfcd6a685f5,8.77459594944444,6.08872191111111,133217.666666666,1371.1,37,37
i-0ede59d8254436a40,8.777215772,6.092049572,134363,1576.5,37,37
i-0f285214d5c41327e,8.77515755744444,6.05418409233333,133987.666666666,1665.1,37,37
i-0009b7735dea24732,8.77764463422222,6.10262184677777,134427,1385,36,36
i-002f7e27ea3e0bc1c,8.02464572588888,6.17996210533333,137917,1294.8,36,36
i-007e12c9530b8cdea,8.77379679666666,6.17406280844444,136540.666666666,1298.1,36,36
i-008e6f72c7403b5d3,8.02397696177777,6.10241630366666,135801.333333333,1656.4,36,36
i-00ba7a56c944e5a25,8.02105008233333,6.06470198088888,134544,1090.2,36,36
i-00d71d40b42658392,8.02076607266666,6.13636196977777,138515,1200.5,36,36
i-01f539b055c2a5d34,8.77602624888889,6.13765984111111,134824.666666666,1111.7,36,36
i-0243a74ede206f760,8.02309730333333,6.18519692955555,134552.666666666,2149.7,36,36
i-02ca0e36a4acaf9fc,8.021305879,6.14414713122222,133885.333333333,1546.2,36,36
i-048c3c6548c1a414a,8.02709211244444,6.01652285788888,134487,1684.4,36,36
i-0507566c757134fb6,8.77653755077777,5.99069235066666,138785.666666666,1327.9,36,36
i-067b2519b614c8f9d,8.77719309599999,6.12825642688888,137872,1091,36,36
i-06b96f53253b4cc2e,8.77665829655555,6.02432121166666,138743.666666666,1082.3,36,36
i-0763ab86e85627573,8.77679085744444,6.06371145777777,125921.333333333,1717.9,36,36
i-07998976f194caa97,8.77623168633333,6.151905987,138621.333333333,1249.2,36,36
i-07be1c77f6fdf8eda,8.77771639833333,6.05653108511111,139369.666666666,1728.9,36,36
i-07c76ac1348426483,8.77558549233333,6.05883683088889,133557.333333333,1122,36,36
i-0837f0f6a7a42ac68,8.02140296833333,6.03970241533333,135667,1422.4,36,36
i-084caea7d9c000ba9,8.77831119977777,6.06453378988888,137118.666666666,1450.5,36,36
i-08559b79281547ef2,8.020660162,6.01514042733333,138729.666666666,1411.3,36,36
i-08e70b514c8c3cd5a,8.77937094377777,6.12330171788888,135339.666666666,1491.9,36,36
i-08ff78a502245298a,8.02170260755555,6.12318772733333,135680.666666666,1394.1,36,36
i-0977cb2af690d36fd,8.776100874,6.07198248966666,136803,1643.9,36,36
i-09c658651b17c197e,8.77797712233333,6.06774306311111,133660.333333333,1632.7,36,36
i-0b138e3642a677559,8.02817410877777,6.07767348833333,137371.666666666,1592.4,36,36
i-0ba417327f988ba2b,8.02818147333333,6.01419308444444,137634.666666666,1287.1,36,36
i-0c3e9f9e7b281edfe,8.02366426244444,6.08165995266666,136880,1258.5,36,36
i-0cc4b604b837f69d9,8.02080088188889,6.10798483422222,136547,1429.9,36,36
i-0d136c81f43ce8a29,8.77875592977778,6.12629432144444,134664.666666666,1473.9,36,36
i-0d1c421d52c368b29,8.778949711,6.05231957955555,136505.333333333,1770.8,36,36
i-0d44050a4e6a71d7c,8.02443051344444,6.04000963122222,138121,1282.7,36,36
i-0d6feb91baa545931,8.77607936333333,6.10974539633333,137274.666666666,1248.2,36,36
i-0dcfa6d3bc470d28d,8.023064746,6.09549244244444,139585.666666666,1914.3,36,36
i-0e167bbfcd6a685f5,8.77594126588888,6.03834417133333,135481.333333333,1535.8,36,36
i-0ede59d8254436a40,8.77882385255555,6.07108553244444,136009.333333333,1458.6,36,36
i-0f285214d5c41327e,8.77235968911111,6.00034488577777,135498,1725.4,36,36
i-0009b7735dea24732,8.77883103155555,6.06686321899999,135746.666666666,1473.5,35,35
i-002f7e27ea3e0bc1c,8.01045550233333,6.11901097822222,137633.666666666,1512.9,35,35
i-007e12c9530b8cdea,8.77851907411111,6.09061574933333,137214,1134.8,35,35
i-00ba7a56c944e5a25,8.01197123522222,6.03989394511111,136189.666666666,1322.4,35,35
i-00d71d40b42658392,8.00741818222222,6.06199404922222,138782.666666666,1263.7,35,35
i-01f539b055c2a5d34,8.77531631788888,6.048124393,136240.333333333,1317.6,35,35
i-0243a74ede206f760,8.01035292944444,6.09274633722222,136403.333333333,1240.1,35,35
i-02ca0e36a4acaf9fc,8.00915437277777,6.12195332844444,135017,2509.1,35,35
i-048c3c6548c1a414a,8.01312724755555,6.00327928855555,135891.333333333,1548.7,35,35
i-0507566c757134fb6,8.77901853455555,6.01538236933333,138698,2146.3,35,35
i-067b2519b614c8f9d,8.77583845466666,6.08613729477777,137880.666666666,1474.3,35,35
i-06b96f53253b4cc2e,8.77847992055555,6.04625794622222,138508.333333333,1409.5,35,35
i-0763ab86e85627573,8.77634729288889,6.07373089266666,127397.666666666,1304.5,35,35
i-07998976f194caa97,8.77718687066666,6.10844122044444,138426.333333333,1720.3,35,35
i-07be1c77f6fdf8eda,8.77871804777777,6.06674750644444,139766,1588.3,35,35
i-07c76ac1348426483,8.77844821088889,6.11364902388888,134884.666666666,1719,35,35
i-0837f0f6a7a42ac68,8.00763042755555,6.09348824277777,137467,1236.4,35,35
i-084caea7d9c000ba9,8.77781245422222,6.06003602344444,137003,1605.8,35,35
i-08559b79281547ef2,8.00772998077777,5.99885882277777,138964,1287.7,35,35
i-08e70b514c8c3cd5a,8.77728690044444,6.08166130366666,136330.666666666,1221,35,35
i-08ff78a502245298a,8.01009715944444,6.08770465844444,136927.333333333,1462.7,35,35
i-0977cb2af690d36fd,8.775669204,6.00260363677777,138483.666666666,1363.1,35,35
i-09c658651b17c197e,8.77456381588889,6.03994435744444,135065.333333333,1313.4,35,35
i-0b138e3642a677559,8.01333954622222,6.06899767466666,137539.333333333,1404.6,35,35
i-0ba417327f988ba2b,8.01212067066666,6.02532487433333,137977.666666666,2047.7,35,35
i-0c3e9f9e7b281edfe,8.00804138166666,6.01972458088888,138368.666666666,1293.2,35,35
i-0cc4b604b837f69d9,8.00654472244444,6.06550600777777,137428.333333333,1365.9,35,35
i-0d136c81f43ce8a29,8.77638207544444,6.12421425166666,136159.333333333,1599,35,35
i-0d1c421d52c368b29,8.778864887,6.05126288211111,136922.333333333,1304.4,35,35
i-0d44050a4e6a71d7c,8.01170198122222,6.02938275855555,138176.666666666,1587,35,35
i-0d6feb91baa545931,8.77618969811111,6.07598725966666,137316,1222.3,35,35
i-0dcfa6d3bc470d28d,8.01157871866666,6.04458589022222,139258.666666666,1298.4,35,35
i-0e167bbfcd6a685f5,8.77752375611111,6.02836020777777,136372,2121.2,35,35
i-0ede59d8254436a40,8.77533438466667,6.03825550611111,137511.666666666,1626.9,35,35
i-0f285214d5c41327e,8.77369676688889,6.00306818222222,137301.666666666,1453.2,35,35
i-0009b7735dea24732,8.78044854255555,6.04843083988888,137065.666666666,2006.9,34,34
i-002f7e27ea3e0bc1c,8.01214859222222,6.07134135555555,137809.333333333,1448.9,34,34
i-007e12c9530b8cdea,8.77640872522222,6.03652379244444,137329.666666666,1126.6,34,34
i-00ba7a56c944e5a25,8.00796323355555,5.60930856055555,138243.333333333,1503.1,34,34
